topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2225,239,43.0814
2,1,0.2086,209,77.1948
3,2,0.2085,194,44.5618
4,3,0.1883,178,44.1277
5,4,0.172,171,49.8866
