topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.1342,321,58.7189
2,12,0.1124,283,59.5525
3,3,0.1081,243,142.8982
4,8,0.1051,237,76.7384
5,1,0.0653,120,89.7393
6,14,0.0628,160,54.4954
7,15,0.059,133,78.0872
8,10,0.0561,116,103.7351
9,11,0.0561,128,73.6627
10,2,0.0549,91,60.9736
11,6,0.0451,80,62.9298
12,4,0.042,71,90.2795
13,9,0.0373,51,58.103
14,7,0.0324,48,92.3434
15,13,0.0292,53,107.8923
