rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,bedürfnis,87,87.38128751098215,0.061068967574320815
2,sozial,64,57.93298114896694,0.04048815768279168
3,leben,55,34.38162351627383,0.024028602821902192
4,nehmen,42,32.585631813656555,0.022773421510490423
5,fähigkeit,36,30.608620970342177,0.021391729680082537
6,gesellschaftlich,27,30.557214994064438,0.021355803110586328
7,interesse,33,26.89194548044279,0.018794222348224875
8,ethisch,50,21.558610457744674,0.015066865235030516
9,selbstwahrnehmung,18,20.21813417858311,0.014130034195364554
10,wert,37,19.376442175902213,0.013541793130447483
11,möglichkeit,61,19.176875650299497,0.013402320229233702
12,verantwortlich,19,18.55808881710727,0.012969862959170205
13,personale,15,17.64713494344806,0.012333216210686391
14,aspekt,14,17.409708058985697,0.012167283490746991
15,potenzial,14,17.02224384871154,0.011896492798970237
16,grenze,24,16.850010744161867,0.011776122658216169
17,unterschiedlich,42,16.832387495380868,0.011763806135548477
18,wirklichkeit,14,16.697292534425564,0.01166939107226623
19,emotion,24,16.612529960940122,0.011610152269552917
20,verantwortungsvoll,14,16.60557478344365,0.01160529144040855
