topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,10,0.2136,69,16.1629
2,4,0.131,41,14.8816
3,7,0.1107,30,14.95
4,9,0.1074,32,17.9734
5,2,0.1001,25,13.3027
6,8,0.0887,19,23.7795
7,5,0.0698,17,24.7588
8,1,0.0694,12,25.1936
9,6,0.0616,11,54.3533
10,3,0.0478,11,22.375
