topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,6,32,6,3,6,53
2,0,35,1,3,1,40
3,0,25,3,1,1,30
4,0,28,2,0,1,31
5,1,31,1,0,6,39
6,1,20,0,0,2,23
7,2,28,1,0,1,32
8,0,11,7,4,2,24
9,0,51,0,2,0,53
10,0,28,0,1,0,29
