term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
bzgl,19,0.0001,0.0001,0.0001,0.0,0.0,0.0203,0.0001
finden,19,0.0131,0.0001,0.0002,0.0,0.0001,0.0046,0.0001
kunst,19,0.0001,0.0021,0.0029,0.0,0.0,0.0001,0.0113
plan,18,0.0001,0.0001,0.0001,0.0,0.0,0.0141,0.0001
anspruch,14,0.0177,0.0001,0.0001,0.0012,0.0,0.0001,0.0001
enthalt,13,0.0001,0.0001,0.0001,0.0,0.0,0.0117,0.0001
annemarie,10,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0126
pieper,10,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0126
grundbegriffe,10,0.0001,0.0001,0.001,0.0,0.0,0.0001,0.0116
durchführ,8,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0117
literatur,7,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0113
