term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
leben,521,0.0369,0.0013,0.0181,0.0386,0.0604,0.0264,0.0498
glücklich,409,0.024,0.0195,0.0182,0.0116,0.0515,0.0516,0.0001
mensch,240,0.0001,0.0058,0.0001,0.0259,0.0134,0.0171,0.0001
ethik,199,0.0012,0.0001,0.0001,0.0211,0.0096,0.0178,0.0224
moral,168,0.0076,0.0001,0.0001,0.0202,0.0075,0.0025,0.0215
glücksvorstellung,144,0.0001,0.0142,0.013,0.0102,0.0074,0.0001,0.0001
kompetenz,143,0.0087,0.0119,0.0178,0.0039,0.0,0.0146,0.0115
beschreiben,140,0.0121,0.0289,0.004,0.002,0.0039,0.0061,0.0001
vorstellung,136,0.0087,0.0016,0.0044,0.0098,0.0117,0.0034,0.0001
reflektieren,123,0.0001,0.0067,0.0128,0.0112,0.0032,0.001,0.0007
begriff,116,0.0001,0.0144,0.0026,0.0027,0.0034,0.0048,0.0204
frage,116,0.0001,0.0086,0.0106,0.0089,0.0029,0.0025,0.0001
individuell,105,0.0068,0.0001,0.0193,0.004,0.007,0.0001,0.0035
ziel,95,0.0001,0.0049,0.0041,0.007,0.0027,0.0001,0.0158
sozial,91,0.0069,0.0147,0.0001,0.0042,0.0093,0.0001,0.0001
verantwortung,90,0.0018,0.0001,0.0044,0.0125,0.0006,0.0001,0.0001
gut,90,0.0001,0.0001,0.0001,0.0065,0.0102,0.0082,0.0194
konsum,86,0.0082,0.017,0.0009,0.0,0.006,0.0001,0.0001
moralisch,84,0.0196,0.0001,0.0007,0.007,0.0084,0.0001,0.0001
thema,84,0.0001,0.0027,0.0001,0.003,0.0103,0.0048,0.0156
verschieden,83,0.0027,0.0074,0.0094,0.0045,0.0026,0.0001,0.0001
freiheit,81,0.0066,0.0017,0.003,0.0136,0.0,0.0001,0.0001
wert,81,0.0001,0.0001,0.0006,0.0143,0.0,0.0025,0.0001
diskutieren,79,0.0115,0.0098,0.0001,0.0075,0.0,0.0142,0.0001
ethisch,76,0.0001,0.0111,0.0001,0.0042,0.007,0.0001,0.0084
selbstverwirklichung,74,0.0001,0.0084,0.0001,0.0013,0.0097,0.0029,0.0001
handeln,73,0.0001,0.0001,0.0001,0.0084,0.003,0.0001,0.011
wahrnehmen,73,0.0001,0.0001,0.0017,0.0105,0.0016,0.0001,0.0001
menschlich,70,0.0001,0.0001,0.0001,0.0094,0.0053,0.0001,0.0001
welt,70,0.0001,0.0001,0.0001,0.0101,0.0001,0.0068,0.0001
handlung,68,0.0031,0.0208,0.0024,0.0,0.0,0.0001,0.0001
bedeutung,67,0.0001,0.0043,0.0001,0.005,0.0096,0.0001,0.0001
unglück,67,0.0001,0.0016,0.0001,0.0084,0.0033,0.0001,0.0001
ding,66,0.0111,0.001,0.0001,0.0,0.012,0.0042,0.0001
gelingend,65,0.0001,0.0001,0.0061,0.0039,0.0094,0.0001,0.0001
religion,63,0.0001,0.001,0.0001,0.0099,0.0,0.0001,0.0001
situation,63,0.0001,0.0249,0.0001,0.0,0.0,0.0001,0.0001
positiv,61,0.0001,0.0001,0.0001,0.0,0.0,0.0321,0.0001
etc,61,0.0133,0.0008,0.0016,0.0001,0.0023,0.001,0.0118
bedürfnis,60,0.0001,0.011,0.0001,0.0004,0.0054,0.0026,0.0001
werbung,58,0.0108,0.0031,0.0001,0.0019,0.0052,0.0012,0.0001
inhalt,57,0.0038,0.0001,0.0151,0.0008,0.0021,0.0026,0.0001
natur,55,0.0001,0.0001,0.0026,0.0082,0.0,0.0001,0.0001
definieren,53,0.0001,0.0161,0.0001,0.0,0.0,0.0001,0.0068
weg,52,0.0001,0.0103,0.0001,0.0004,0.0085,0.0001,0.0001
prüfen,51,0.0136,0.008,0.0001,0.0032,0.0,0.0001,0.0027
analysieren,49,0.0001,0.0118,0.0001,0.0,0.0,0.0001,0.0079
text,49,0.0063,0.0129,0.0001,0.0,0.0,0.0001,0.0001
persönlich,48,0.0056,0.0035,0.0107,0.0,0.0013,0.0001,0.0001
brauchen,48,0.0001,0.001,0.0001,0.0,0.0123,0.0001,0.0001
gerechtigkeit,48,0.0035,0.0001,0.0007,0.0085,0.0,0.0001,0.0001
glücksbegriff,47,0.0001,0.0042,0.0011,0.0,0.0,0.0114,0.0044
wunsch,47,0.0001,0.0109,0.0001,0.0,0.0024,0.0027,0.0001
möglich,46,0.0061,0.0001,0.0111,0.0,0.0014,0.0025,0.0001
antike,45,0.0036,0.0001,0.0049,0.0,0.0046,0.0001,0.0162
diskussion,44,0.0109,0.0069,0.0001,0.0001,0.0054,0.0025,0.0001
möglichkeit,43,0.0192,0.0001,0.0001,0.0,0.0006,0.0001,0.0041
umgang,43,0.0031,0.0001,0.0109,0.001,0.0024,0.0025,0.0001
erkennen,42,0.0001,0.0059,0.012,0.0,0.0,0.0001,0.0001
denkanstöße,40,0.0001,0.0001,0.0001,0.0,0.0139,0.0001,0.0001
freizeit,40,0.0106,0.0001,0.0001,0.0008,0.0042,0.0016,0.0001
inhaltsbezogen,40,0.0001,0.0105,0.0001,0.0,0.0,0.0049,0.0001
freundschaft,39,0.0001,0.0001,0.0103,0.0018,0.0,0.0035,0.0001
zufall,39,0.0001,0.0021,0.0001,0.0,0.0,0.0158,0.0001
allgemein,38,0.0011,0.0001,0.0001,0.0014,0.0039,0.005,0.0127
argument,38,0.0001,0.0138,0.0001,0.0,0.0,0.0001,0.0001
scheinen,38,0.0001,0.0001,0.0001,0.0,0.0133,0.0001,0.0001
perspektive,34,0.002,0.0001,0.0001,0.0019,0.0111,0.0001,0.0001
zustand,34,0.0001,0.0001,0.0001,0.0007,0.0082,0.0001,0.0001
vergleich,33,0.0001,0.0046,0.0096,0.0,0.0,0.0001,0.0001
aristoteles,31,0.0001,0.0001,0.0112,0.0011,0.0,0.0001,0.0001
relevanz,31,0.0001,0.0112,0.0001,0.0,0.0,0.0001,0.0001
begründen,29,0.0001,0.0104,0.0001,0.0,0.0,0.0001,0.0001
dauerhaft,29,0.0001,0.0024,0.0001,0.0,0.0,0.0109,0.0001
wichtig,29,0.0108,0.0015,0.0023,0.0005,0.002,0.0001,0.0001
proximum,28,0.0001,0.0001,0.0001,0.0,0.0,0.013,0.0001
differentia,28,0.0001,0.0001,0.0001,0.0,0.0,0.013,0.0001
specifica,28,0.0001,0.0001,0.0001,0.0,0.0,0.013,0.0001
genus,28,0.0001,0.0001,0.0001,0.0,0.0,0.013,0.0001
konkretisierung,28,0.0002,0.0001,0.0001,0.0007,0.0,0.0053,0.0146
kultur,28,0.0148,0.0005,0.0001,0.0,0.0,0.0038,0.0001
bezug,26,0.011,0.0001,0.0001,0.0026,0.0,0.0001,0.0001
endlichkeit,26,0.0001,0.0001,0.0096,0.001,0.0,0.0001,0.0001
vorbild,26,0.0001,0.0001,0.0117,0.0013,0.0,0.0027,0.0001
chance,24,0.0116,0.0001,0.0001,0.0011,0.0,0.0001,0.0001
darstellung,24,0.0002,0.0001,0.0001,0.0,0.0,0.0001,0.0115
freud,24,0.0111,0.0001,0.0001,0.0,0.0,0.0119,0.0001
gegenstand,24,0.0001,0.0001,0.0001,0.0,0.0079,0.0001,0.0001
inhaltsbezogene,24,0.0001,0.0001,0.0001,0.0002,0.0,0.0051,0.0142
absicht,23,0.0001,0.0001,0.0001,0.0005,0.0,0.015,0.0001
familie,22,0.0118,0.0001,0.0001,0.0004,0.002,0.0001,0.0001
tod,22,0.0001,0.0001,0.0102,0.0001,0.0,0.0001,0.0001
sachkompetenz,21,0.0001,0.0001,0.0095,0.0,0.0,0.0001,0.0001
schöpfung,21,0.0001,0.0001,0.0001,0.0,0.0,0.0155,0.0001
