topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,11,0.1569,55,30.9943
2,8,0.1479,50,24.2903
3,5,0.1201,41,15.3625
4,7,0.1154,37,49.4689
5,13,0.0946,29,27.4627
6,14,0.0726,21,19.6874
7,1,0.0606,18,40.9154
8,12,0.0512,15,39.4876
9,4,0.0492,13,27.1789
10,9,0.0475,11,36.7274
11,15,0.0336,9,36.1336
12,6,0.0302,9,27.6369
13,10,0.0086,2,33.0823
14,2,0.0081,2,60.3079
15,3,0.0035,0,1.2939
