rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,fach,394,97.73926284240646,0.02178652046463799
2,inhaltlich,138,79.19227922676194,0.017652314554459717
3,fachlich,260,70.10164667060532,0.015625971747469762
4,grundlegend,115,69.66659706979407,0.015528997238397707
5,kompetenz,308,66.44905454323084,0.014811792564838428
6,fachcurriculum,73,63.77120659311161,0.014214888235198354
7,wirken,71,61.890552696506354,0.01379568203889876
8,entwickeln,195,61.42986878904532,0.013692993527795374
9,schulintern,63,55.41166935969243,0.012351509857724334
10,entwicklung,219,53.61737083850504,0.011951552662277204
11,zusammenhang,221,53.347657152334435,0.011891432270814632
12,inhaltsfelder,222,53.01640596747628,0.011817594894636707
13,darstellung,59,51.432098894749544,0.011464445735757887
14,prozeß,63,50.46156034185418,0.011248108335316588
15,einsatz,52,46.203327572514276,0.010298929134712217
16,bildungsstandard,113,44.28303170199938,0.009870886564464993
17,umsetzung,49,43.91638559366802,0.00978915950094784
18,verhältnis,54,40.27380523112759,0.00897721198564344
19,fachbezogen,67,39.59171178048886,0.008825170293400507
20,medium,60,37.29865130187115,0.008314036818569534
