Topic,Count,Proportion,Name,Representation,Representative_Docs
-1,96,0.15,-1_konsum_lernen_medien_positionen,"['konsum', 'lernen', 'medien', 'positionen', 'eigene', 'sozialen', 'auseinander', 'zusammenhang', 'setzen', 'gegenber', 'unterschiedliche', 'entwickeln', 'gefhle', 'bildung', 'auseinandersetzung', 'deren', 'sollen', 'phnomenen', 'verschiedenen', 'beurteilen']","['und vielgestaltigen Problemen und Themen vor und lernen, mit Phänomenen mehrperspektivisch umzugehen. Interdisziplinarität, Mehrperspektivität Die Schüler entwickeln die Fähigkeit zu Empathie und Perspektivwechsel und lernen, sich für die Rechte und Bedürfnisse anderer einzusetzen. Sie lernen unterschiedliche Positionen und Wertvorstellungen kennen und setzen sich mit ihnen auseinander, um sowohl eigene Positionen einzunehmen als auch anderen gegenüber Toleranz zu entwickeln. Sie entwickeln interkulturelle', 'und vielgestaltigen Problemen und Themen vor und lernen, mit Phänomenen mehrperspektivisch umzugehen. Interdisziplinarität, Mehrperspektivität Die Schüler entwickeln die Fähigkeit zu Empathie und Perspektivwechsel und lernen, sich für die Rechte und Bedürfnisse anderer einzusetzen. Sie lernen unterschiedliche Positionen und Wertvorstellungen kennen und setzen sich mit ihnen auseinander, um sowohl eigene Positionen einzunehmen als auch anderen gegenüber Toleranz zu entwickeln. Sie entwickeln interkulturelle', 'und vielgestaltigen Problemen und Themen vor und lernen, mit Phänomenen mehrperspektivisch umzugehen. Interdisziplinarität, Mehrperspektivität Die Schüler entwickeln die Fähigkeit zu Empathie und Perspektivwechsel und lernen, sich für die Rechte und Bedürfnisse anderer einzusetzen. Sie lernen unterschiedliche Positionen und Wertvorstellungen kennen und setzen sich mit ihnen auseinander, um sowohl eigene Positionen einzunehmen als auch anderen gegenüber Toleranz zu entwickeln. Sie entwickeln interkulturelle']"
0,215,0.3359375,0_eigene_bedrfnis_sucht_menschen,"['eigene', 'bedrfnis', 'sucht', 'menschen', 'wahrnehmung', 'freiheit', 'entwickeln', 'reflektieren', 'deren', 'verantwortung', 'handeln', 'situationen', 'handlungen', 'fragen', 'erkennen', 'glck', 'vorstellungen', 'lebens', 'regeln', 'menschlichen']","['und schaffen, Achtung und kritische Toleranz gegenüber Andersdenkenden entwickeln und praktizieren, vernunftgeleitete Auseinandersetzungen führen und Konflikte verantwortungsvoll lösen, Lösungsmodelle für Konfliktsituationen entwickeln. Die Lernenden können die eigene Person und deren Bedürfnisse achten, eigene Verantwortlichkeit sehen und Verantwortung für sich und andere übernehmen, die Konsequenzen eigenen Handelns und Unterlassens beschreiben und bewerten, Entscheidungsspielräume für eigenes Handeln erkennen und im schulischen Umfeld erproben,', 'und schaffen, Achtung und kritische Toleranz gegenüber Andersdenkenden entwickeln und praktizieren, vernunftgeleitete Auseinandersetzungen führen und Konflikte verantwortungsvoll lösen, Lösungsmodelle für Konfliktsituationen entwickeln. Die Lernenden können die eigene Person und deren Bedürfnisse achten, Verantwortung in persönlichen und gesellschaftlichen Entscheidungs- und Handlungssituationen erkennen und argumentativ darlegen, die Konsequenzen eigenen und fremden Handelns und Unterlassens beschreiben und bewerten, Entscheidungsspielräume für eigenes Handeln reflektieren und', 'und schaffen, Achtung und kritische Toleranz gegenüber Andersdenkenden entwickeln und praktizieren, vernunftgeleitete Auseinandersetzungen führen und Konflikte verantwortungsvoll lösen, Lösungsmodelle für Konfliktsituationen entwickeln. Die Lernenden können die eigene Person und deren Bedürfnisse achten, Verantwortung in persönlichen und gesellschaftlichen Entscheidungs- und Handlungssituationen erkennen und argumentativ darlegen, die Konsequenzen eigenen und fremden Handelns und Unterlassen beschreiben und bewerten, Entscheidungsspielräume für eigenes Handeln reflektieren und']"
1,130,0.203125,1_interessen_handeln_interessen bedrfnisse_themenfelder,"['interessen', 'handeln', 'interessen bedrfnisse', 'themenfelder', 'bewerten', 'nutzen', 'wandel', 'gestaltet', 'funktionen', 'sachkompetenz', 'menschen', 'bedarf', 'deren', 'konomische', 'erlutern', 'grundlagen', 'prinzip', 'spannungsfeld', 'struktur', 'aktiv']","['die Lernenden im Untersuchungsprozess aktiv nutzen: System und Struktur: Wirtschaftsordnung / Ordnungspolitik, Anreize und Restriktionen durch Staatseingriffe, Koordination und Interdependenz durch Märkte und Kreisläufe Akteure und deren Dispositionen: Interessen und Bedürfnisse, Ziele und Zielkonflikte, Grundorientierungen Prozesse und Handeln: Konflikte, Macht, Knappheit, Prozesspolitik Wandel: Gewordenheit, Transformation, Alternativen, Instabilitäten Themenfelder verbindlich: Themenfelder und sowie in zwei der drei Kurshalbjahre Q- ein weiteres Themenfeld', 'folgende Fachkategorien konkretisiert, welche die Lernenden im Untersuchungsprozess aktiv nutzen: System und Struktur: politische Herrschaft und Ordnung, Institutionen, Recht / Normen, Legitimität und Effizienz Akteure und deren Dispositionen: Interessen und Bedürfnisse, Wertebezug, Deutungsmuster, Grundorientierungen Prozesse und Handeln: Konflikte, Macht, Öffentlichkeit, Entscheidung, politische Gestaltung und Legitimation Wandel: Gewordenheit, Alternativen, Instabilitäten, Transformation Themenfelder verbindlich: Themenfelder - sowie in zwei der drei Kurshalbjahre Q-', 'folgende Fachkategorien konkretisiert, welche die Lernenden im Untersuchungsprozess aktiv nutzen: System und Struktur: politische Herrschaft und Ordnung, Institutionen, Recht / Normen, Legitimität und Effizienz Akteure und deren Dispositionen: Interessen und Bedürfnisse, Wertebezug, Deutungsmuster, Grundorientierungen Prozesse und Handeln: Konflikte, Macht, Öffentlichkeit, Entscheidung, politische Gestaltung und Legitimation Wandel: Gewordenheit, Alternativen, Instabilitäten, Transformation Themenfelder verbindlich: Themenfelder und sowie in zwei der drei Kurshalbjahre Q-']"
2,32,0.05,2_lernenden_emotionen_sozialkompetenz_realitt,"['lernenden', 'emotionen', 'sozialkompetenz', 'realitt', 'voraussetzungen', 'achten', 'reflektieren', 'sozialer', 'nehmen', 'gefhle bedrfnisse', 'unterschiedliche', 'fhigkeiten', 'gefhle', 'gemeinschaften', 'bewltigen', 'partner', 'stellenwert', 'lage', 'gesellschaften', 'gruppen']","['Lernenden achten auf ihre Fähigkeiten, Gefühle und Bedürfnisse; sie steuern und reflektieren ihre Arbeitsprozesse von ihren kognitiven und psychischen Voraussetzungen her Eigenmotivation, Konzentrationsbereitschaft. Sozialkompetenz Soziale Wahrnehmungsfähigkeit: Die Lernenden nehmen unterschiedliche Bedürfnisse, Emotionen, Überzeugungen sowie Interpretationen sozialer Realität in Beziehungen Partner, Gruppen, größere Gemeinschaften, Gesellschaften wahr. Sie versetzen sich in die Lage anderer Empathie, Perspektivenübernahme, erfassen und reflektieren den Stellenwert ihres eigenen', 'Lernenden achten auf ihre Fähigkeiten, Gefühle und Bedürfnisse; sie steuern und reflektieren ihre Arbeitsprozesse von ihren kognitiven und psychischen Voraussetzungen her Eigenmotivation, Konzentrationsbereitschaft. Sozialkompetenz Soziale Wahrnehmungsfähigkeit: Die Lernenden nehmen unterschiedliche Bedürfnisse, Emotionen, Überzeugungen sowie Interpretationen sozialer Realität in Beziehungen Partner, Gruppen, größere Gemeinschaften, Gesellschaften wahr. Sie versetzen sich in die Lage anderer Empathie, Perspektivenübernahme, erfassen und reflektieren den Stellenwert ihres eigenen', 'Lernenden achten auf ihre Fähigkeiten, Gefühle und Bedürfnisse; sie steuern und reflektieren ihre Arbeitsprozesse von ihren kognitiven und psychischen Voraussetzungen her Eigenmotivation, Konzentrationsbereitschaft. Sozialkompetenz Soziale Wahrnehmungsfähigkeit: Die Lernenden nehmen unterschiedliche Bedürfnisse, Emotionen, Überzeugungen sowie Interpretationen sozialer Realität in Beziehungen Partner, Gruppen, größere Gemeinschaften, Gesellschaften wahr. Sie versetzen sich in die Lage anderer Empathie, Perspektivenübernahme, erfassen und reflektieren den Stellenwert ihres eigenen']"
3,28,0.04375,3_familie_eth_bedrfnisse wnsche_individualitt,"['familie', 'eth', 'bedrfnisse wnsche', 'individualitt', 'wnsche', 'identitt', 'aufgaben', 'lebensformen', 'rolle', 'erziehung', 'funktion', 'befriedigung', 'erlutern', 'eth freiheit', 'freiheit verantwortung', 'innerhalb', 'wandel', 'geschlechterrollen', 'verantwortung', 'gesellschaft']","['Lebensformen Aufgaben der Familie nennen Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse Aufgaben der Familie beschreiben Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse Aufgaben der Familie erläutern Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse ETH Identität, Individualität und Rolle VB Bedürfnisse und Wünsche; Finanzen und Vorsorge ETH Identität, Individualität und Rolle VB Bedürfnisse und Wünsche; Finanzen und Vorsorge ETH Identität, Individualität und Rolle VB', 'BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen Aufgaben der Familie erläutern Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse ETH Identität, Individualität und Rolle ETH Freiheit und Verantwortung VB Bedürfnisse und Wünsche; Finanzen und Vorsorge Aufgabenverteilungen in Familien bewerten Urteilskompetenz BO Geschlechtsspezifische Aspekte bei der Berufswahl, Familien- und Lebensplanung die besondere Stellung der Familie beschreiben Art. GG sowie Maßnahmen des', 'Lebensformen BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen Aufgaben der Familie nennen Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse Aufgaben der Familie beschreiben Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse Aufgaben der Familie erläutern Erziehung, wirtschaftliche Funktion, Befriedigung emotionaler Bedürfnisse ETH Identität, Individualität und Rolle VB Bedürfnisse und Wünsche; Finanzen und Vorsorge ETH Identität, Individualität und Rolle VB Bedürfnisse und']"
4,28,0.04375,4_sexualitt_liebe_lebensformen_akzeptanz lebensformen,"['sexualitt', 'liebe', 'lebensformen', 'akzeptanz lebensformen', 'akzeptanz', 'selbstfindung', 'selbstfindung akzeptanz', 'btv', 'beispielen', 'anhand', 'familie', 'mensch', 'wnsche', 'bedrfnisse wnsche', 'menschen', 'eth', 'kommunikation', 'darstellen', 'freundschaft', 'grundbedrfnisse']","['Akzeptanz anderer Lebensformen MB Mediengesellschaft VB Bedürfnisse und Wünsche BTV Selbstfindung und Akzeptanz anderer Lebensformen MB Mediengesellschaft VB Bedürfnisse und Wünsche BTV Selbstfindung und Akzeptanz anderer Lebensformen MB Mediengesellschaft VB Bedürfnisse und Wünsche Die Schülerinnen und Schüler können G M E Möglichkeiten eines verantwortungsvollen und selbstbestimmten Umgangs mit Liebe und Sexualität im Sinne gelingender Beziehungen an vorgegebenen Beispielen erörtern Möglichkeiten eines', 'Partnerschaft auch gleichgeschlechtliche beschreiben Kommunikation , AES Individuelle Lebensplanung ETH Freiheit und Verantwortung ETH Liebe und Sexualität RRK Mensch BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen VB Bedürfnisse und Wünsche Kommunikation , AES Individuelle Lebensplanung ETH Freiheit und Verantwortung ETH Liebe und Sexualität RRK Mensch BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen VB Bedürfnisse und', 'VB Bedürfnisse und Wünsche Kommunikation , AES Individuelle Lebensplanung ETH Freiheit und Verantwortung ETH Liebe und Sexualität RRK Mensch BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen VB Bedürfnisse und Wünsche Kommunikation , AES Individuelle Lebensplanung ETH Freiheit und Verantwortung ETH Liebe und Sexualität RRK Mensch BTV Personale und gesellschaftliche Vielfalt; Selbstfindung und Akzeptanz anderer Lebensformen VB Bedürfnisse und']"
5,27,0.0421875,5_fhigkeiten_verantwortlich_sehen_wirklichkeit,"['fhigkeiten', 'verantwortlich', 'sehen', 'wirklichkeit', 'potenziale', 'grenzen', 'wahr', 'rechte', 'vielfalt', 'erfassen', 'dabei', 'gefhle bedrfnisse', 'erkennen', 'gefhle', 'lernenden', 'eigene', 'interessen', 'dimensionen', 'positive', 'reflektieren']","['werden die genannten vier überfachlichen Kompetenzbereiche in ihren Dimensionen und Aspekten weiter entfaltet. Personale Kompetenz Selbstwahrnehmung: Die Lernenden nehmen sich selbst, ihre geistigen Fähigkeiten und gestalterischen Potenziale, ihre Gefühle und Bedürfnisse wahr und reflektieren diese. Sie sehen sich selbst verantwortlich für ihre eigene Lebensgestaltung; dabei erkennen sie ihre Rechte, Interessen, Grenzen und Bedürfnisse und erfassen die soziale Wirklichkeit in ihrer Vielfalt,', 'werden die genannten vier überfachlichen Kompetenzbereiche in ihren Dimensionen und Aspekten weiter entfaltet. Personale Kompetenz Selbstwahrnehmung: Die Lernenden nehmen sich selbst, ihre geistigen Fähigkeiten und gestalterischen Potenziale, ihre Gefühle und Bedürfnisse wahr und reflektieren diese. Sie sehen sich selbst verantwortlich für ihre eigene Lebensgestaltung; dabei erkennen sie ihre Rechte, Interessen, Grenzen und Bedürfnisse und erfassen die soziale Wirklichkeit in ihrer Vielfalt,', 'werden die genannten vier überfachlichen Kompetenzbereiche in ihren Dimensionen und Aspekten weiter entfaltet. Personale Kompetenz Selbstwahrnehmung: Die Lernenden nehmen sich selbst, ihre geistigen Fähigkeiten und gestalterischen Potenziale, ihre Gefühle und Bedürfnisse wahr und reflektieren diese. Sie sehen sich selbst verantwortlich für ihre eigene Lebensgestaltung; dabei erkennen sie ihre Rechte, Interessen, Grenzen und Bedürfnisse und erfassen die soziale Wirklichkeit in ihrer Vielfalt,']"
6,26,0.040625,6_mensch_kinderarbeit_schuljahrgang_grundbedrfnisse,"['mensch', 'kinderarbeit', 'schuljahrgang', 'grundbedrfnisse', 'grundbegriffe', 'fragen', 'ethik', 'konflikt', 'ende', 'mgliche', 'inhalte', 'selbstbestimmung', 'sexualitt', 'welt', 'religiser', 'werte', 'kulturen', 'teil', 'begriff', 'menschliche']","['u.a. an den Beispielen Mobbing und Kinderarbeit. Menschenrechtsverletzungen, z. B. physische und psychische Misshandlungen, Formen von Diskriminierung z. B. Rassismus, Mobbing, Folter, Todesstrafe Güterabwägung bei Produkten von Kinderarbeit ... Grundbegriffe: Grundbedürfnisse, Menschenrechte, Menschenwürde, Mobbing Inhaltsbezogener Kompetenzbereich: Fragen nach Orientierungsmöglichkeiten Leitthema: Leben in religiös und weltanschaulich geprägten Kulturen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und', 'Menschenrechte, u.a. am Beispiel Mobbing und Kinderarbeit. Menschenrechtsverletzungen, z. B. physische und psychische Misshandlungen, Formen von Diskriminierung z. B. Rassismus, Mobbing, Folter, Todesstrafe Güterabwägung bei Produkten von Kinderarbeit ... Grundbegriffe: Grundbedürfnisse, Menschenrechte, Menschenwürde, Mobbing Inhaltsbezogener Kompetenzbereich: Fragen nach Orientierungsmöglichkeiten Leitthema: Leben in religiös und weltanschaulich geprägten Kulturen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und', 'u. a. am Beispiel Mobbing und Kinderarbeit. Menschenrechtsverletzungen, z. B. physische und psychische Misshandlungen, Formen von Diskriminierung z. B. Rassismus, Mobbing, Folter, Todesstrafe Güterabwägung bei Produkten von Kinderarbeit ... Grundbegriffe: Grundbedürfnisse, Menschenrechte, Menschenwürde, Mobbing Inhaltsbezogener Kompetenzbereich: Fragen nach Orientierungsmöglichkeiten Leitthema: Leben in religiös und weltanschaulich geprägten Kulturen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und']"
7,26,0.040625,7_wnsche_bedrfnisse wnsche_kriterien_vergleichen,"['wnsche', 'bedrfnisse wnsche', 'kriterien', 'vergleichen', 'unterscheiden', 'berprfung', 'wnschen', 'diskutieren', 'eigener fhigkeiten', 'erstellen', 'brauche', 'einschtzung', 'qualitt', 'phnomene', 'eigener', 'inklusion', 'angemessene', 'nachhaltigen entwicklung', 'nachhaltigen', 'globaler']","['und Schüler unterscheiden zwischen Bedürfnissen und Wünschen, ordnen ihre Bedürfnisse und Wünsche nach selbst erstellten Kriterien. Erstellen und Vergleichen von Wunschlisten: Was brauche ich Was wünsche ich mir Einteilen von Bedürfnisse/Wünschen: lebensnotwendige Grundbedürfnisse, angemessene und unangemessene Wünsche Kriterien diskutieren Wege zum Glück Die Schülerinnen und Schüler nennen und beschreiben Situationen, in denen sie sich glücklich fühlen, vergleichen und klassifizieren Glückssituationen nach', 'in der Gruppe auf ihre Relevanz und Güte prüfen Wege zum Glück. inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Wünsche und Bedürfnisse Die Schülerinnen und Schüler unterscheiden zwischen Bedürfnissen und Wünschen, ordnen ihre Bedürfnisse und Wünsche nach selbst erstellten Kriterien. Erstellen und Vergleichen von Wunschlisten: Was brauche ich Was wünsche ich mir Einteilen von Bedürfnisse/Wünschen: lebensnotwendige Grundbedürfnisse, angemessene und unangemessene Wünsche Kriterien diskutieren Wege', 'in der Gruppe auf ihre Relevanz und Güte prüfen Wege zum Glück. inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Wünsche und Bedürfnisse Die Schülerinnen und Schüler unterscheiden zwischen Bedürfnissen und Wünschen, ordnen ihre Bedürfnisse und Wünsche nach selbst erstellten Kriterien. Erstellen und Vergleichen von Wunschlisten: Was brauche ich Was wünsche ich mir Einteilen von Bedürfnisse/Wünschen: lebensnotwendige Grundbedürfnisse, angemessene und unangemessene Wünsche Kriterien diskutieren Wege']"
8,16,0.025,8_chancen_risiken_internet_erfahrungen,"['chancen', 'risiken', 'internet', 'erfahrungen', 'digitalen', 'alltag', 'wahrnehmen', 'gefahren', 'reflektieren', 'chancen risiken', 'kultur', 'vertreten', 'persnliche', 'welt', 'medien', 'unterschiede', 'bereits', 'beeinflusst', 'gilt', 'persnlichen']","['soziale Interaktion und persönliche Erfahrungen wahrnehmen und reflektieren; damit verbundene Chancen und Risiken erkennen; Unterschiede zwischen unmittelbaren persönlichen Erfahrungen und solchen in digitalen Welten identifizieren; in der mediatisierten Welt eigene Bedürfnisse wahrnehmen und Interessen vertreten; Möglichkeiten und Risiken digitaler Umgebungen in unterschiedlichen Lebensbereichen Alltag, soziale Beziehungen, Kultur, Politik kennen, reflektieren und berücksichtigen: zum Beispiel in sozialen Medien; Umgangsregeln bei digitaler Interaktion', 'soziale Interaktion und persönliche Erfahrungen wahrnehmen und reflektieren; damit verbundene Chancen und Risiken erkennen; Unterschiede zwischen unmittelbaren persönlichen Erfahrungen und solchen in digitalen Welten identifizieren; in der mediatisierten Welt eigene Bedürfnisse wahrnehmen und Interessen vertreten; Möglichkeiten und Risiken digitaler Umgebungen in unterschiedlichen Lebensbereichen Alltag, soziale Beziehungen, Kultur, Politik kennen, reflektieren und berücksichtigen: zum Beispiel in sozialen Medien; Umgangsregeln bei digitaler Interaktion', 'soziale Interaktion und persönliche Erfahrungen wahrnehmen und reflektieren; damit verbundene Chancen und Risiken erkennen; Unterschiede zwischen unmittelbaren persönlichen Erfahrungen und solchen in digitalen Welten identifizieren; in der mediatisierten Welt eigene Bedürfnisse wahrnehmen und Interessen vertreten; Möglichkeiten und Risiken digitaler Umgebungen in unterschiedlichen Lebensbereichen Alltag, soziale Beziehungen, Kultur, Politik kennen, reflektieren und berücksichtigen: zum Beispiel in sozialen Medien; Umgangsregeln bei digitaler Interaktion']"
