topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.202,228,72.2961
2,4,0.1684,208,40.5513
3,5,0.1635,173,58.4404
4,7,0.1631,176,85.2168
5,3,0.1459,147,101.1427
6,6,0.0946,95,56.1393
7,2,0.0625,58,40.7319
