topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2857,407,70.8817
2,4,0.2085,241,39.2018
3,1,0.2064,262,46.94
4,2,0.1679,198,90.4246
5,5,0.1314,157,53.4191
