topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,6,20,7,3,24,60
2,3,36,2,0,9,50
3,10,47,9,5,17,88
4,1,12,3,0,11,27
5,0,9,15,0,38,62
6,1,21,2,0,16,40
7,12,76,4,0,33,125
8,0,10,1,0,1,12
9,1,67,1,0,1,70
10,2,39,0,1,0,42
11,0,9,1,0,0,10
12,4,34,3,5,8,54
