topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2329,229,49.3345
2,5,0.1573,167,39.0896
3,1,0.1498,151,46.975
4,3,0.1316,113,98.902
5,2,0.1199,119,31.6
6,6,0.1189,127,36.8537
7,7,0.0896,85,45.9208
