topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,12,0.2251,277,60.5322
2,9,0.1599,166,51.9363
3,1,0.1358,165,47.8505
4,2,0.0782,70,105.8138
5,7,0.0778,90,46.8412
6,10,0.0768,74,40.7397
7,8,0.0698,82,50.6946
8,5,0.0621,62,79.4756
9,4,0.0434,46,121.964
10,11,0.0304,30,27.0612
11,3,0.0222,13,91.0988
12,6,0.0185,10,75.5021
