topic_name,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,entropy,topic_total,topic_proportion
Auseinandersetzung · Ethischer · Wirklichkeit Wahrheitsansprchen,0.0,0.9524,0.0476,0.0,0.0,0.2762,21,0.0185
Berprfung Fhigkeiten · Einschtzung Berprfung · Einschtzung,0.0,1.0,0.0,0.0,0.0,0.0,23,0.0203
Bne Werte · Werte Entscheidungssituationen · Entscheidungssituationen,0.0,0.0,0.0,0.0,1.0,0.0,25,0.022
Bne · Politische · Institutionen,0.2133,0.0467,0.0,0.1267,0.6133,1.492,150,0.1323
Europische · Regeln · Verschiedenen,0.0625,0.6406,0.1094,0.0312,0.1562,1.5855,64,0.0564
Geschichte · Umgang Konflikten · Grundlegende Werte,0.2381,0.1905,0.5238,0.0,0.0476,1.6464,21,0.0185
Gewissen · Bewertungsrelevanten · Bewertungsrelevanten Sachverhalten,0.1481,0.7778,0.0741,0.0,0.0,0.9683,27,0.0238
Handlungsoptionen · Bewertungskriterien · Aussagen,0.623,0.0164,0.2459,0.0,0.1148,1.3787,61,0.0538
Kein Thema (Ausreißer),0.0664,0.8483,0.0616,0.0,0.0237,0.8366,211,0.1861
Konventionen · Rechtliche Moralische · Moralische Konventionen,0.0,0.9545,0.0455,0.0,0.0,0.2668,22,0.0194
Lernbereich · Philosophie · Gltigkeit,0.05,0.825,0.125,0.0,0.0,0.8201,40,0.0353
Menschenwrde · Wahrnehmen Hineinversetzen · Hineinversetzen,0.0,0.9184,0.0612,0.0,0.0204,0.4741,49,0.0432
Moralische Werte · Technische · Werte Inhaltsbezogene,0.0,0.907,0.093,0.0,0.0,0.4465,43,0.0379
Moralisches · Reflexionsbereich · Gelten,0.0,0.9434,0.0566,0.0,0.0,0.3138,53,0.0467
Rahmenthema · Gymnasium · Verwendung,0.1176,0.8824,0.0,0.0,0.0,0.5226,17,0.015
Regeln · Rituale · Regeln Rituale,0.0,1.0,0.0,0.0,0.0,0.0,20,0.0176
Regeln · Schuljahrgnge · Nmlich,0.0,0.9518,0.0482,0.0,0.0,0.2787,83,0.0732
Regeln · Tod · Hflichkeit,0.0625,0.875,0.0,0.0,0.0625,0.6686,16,0.0141
Regeln · Verschiedenen · Religionen,0.0,0.9592,0.0204,0.0,0.0204,0.2868,49,0.0432
Religion · Religion Werte · Sozialisation,0.0811,0.3784,0.2973,0.0,0.2432,1.8408,37,0.0326
Syllogismus · Glck · Praktische Syllogismus,0.0526,0.7632,0.0263,0.0263,0.1316,1.1824,38,0.0335
Verfassen · Gelten · Individualitt,0.0,0.8947,0.0,0.0,0.1053,0.4855,19,0.0168
Werturteile · Differenziert · Besitzen,0.1429,0.25,0.0,0.0,0.6071,1.3381,28,0.0247
Widerstand · Homo · Europische,0.1765,0.2941,0.3529,0.0588,0.1176,2.0949,17,0.015
