topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,1,11,1,2,2,17
2,0,1,0,0,15,16
3,3,8,2,3,9,25
4,0,17,1,0,0,18
5,0,11,1,0,0,12
6,0,0,2,0,20,22
7,0,13,0,6,0,19
8,0,2,0,0,3,5
9,1,21,3,0,11,36
10,6,7,1,0,3,17
11,1,5,1,1,0,8
12,0,3,16,2,21,42
13,12,1,1,0,7,21
14,1,1,0,0,13,15
15,0,3,0,0,3,6
