topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.2512,325,42.8624
2,3,0.2283,317,36.8392
3,4,0.2083,260,44.4278
4,5,0.1794,235,29.5116
5,2,0.1327,140,41.381
