topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2505,276,22.4168
2,1,0.2405,232,31.254
3,3,0.1838,176,24.56
4,2,0.1711,178,32.7023
5,4,0.1541,129,62.5409
