topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2751,380,29.2009
2,5,0.2505,299,54.8157
3,1,0.1934,259,37.1876
4,2,0.1603,163,27.8445
5,4,0.1207,135,27.7299
