rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,basiskonzept,169,101.53347080265647,0.03895595667800354
2,biologie,97,57.84718996093971,0.022194578873823444
3,kompetenz,308,55.3075367400816,0.02122017486628988
4,inhalt,178,49.17629998411631,0.018867766428365018
5,begriff,80,45.05609778492171,0.01728694369958817
6,fach,394,43.697027604793625,0.016765501079328102
7,struktur,168,38.03010768052549,0.014591239869479569
8,historisch,155,36.072770210163185,0.013840256444044732
9,verbindlich,55,31.388957499362608,0.012043189884540733
10,grundlegend,115,30.20627885487065,0.011589424464383115
11,kerncurriculum,68,29.460094114999517,0.011303131282731664
12,inhaltsfelder,222,28.509077718199688,0.010938249108795029
13,unterricht,144,27.839861525231278,0.010681486911901688
14,chemie,29,26.252975589447352,0.010072636852126974
15,zentral,74,24.14339003463795,0.009263239489542703
16,funktion,105,23.914837256059222,0.009175549272015762
17,inhaltliche,102,22.45892236625653,0.008616949660226168
18,zusammenhang,221,22.42069404238238,0.00860228236955895
19,physik,24,21.76371541768338,0.00835021543399745
20,geschichte,71,21.006385323587562,0.008059646047337882
