rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,historisch,155,51.80599093716601,0.02349922880909324
2,kompetenz,308,50.73140797084953,0.02301179732591879
3,darstellen,89,46.07083334188729,0.020897757856609685
4,unterricht,144,37.03416551809646,0.01679871986850151
5,gestaltung,41,37.023777049572665,0.01679400765289863
6,entwicklung,219,34.8343836330586,0.0158008974755412
7,erläutern,150,34.38592131095872,0.015597474695112887
8,individuell,77,30.157063534615148,0.013679262251151727
9,sekundarstufe,47,29.787211631158357,0.013511497204144884
10,fachanforderung,29,25.6497442724237,0.01163473950886241
11,planung,35,23.8483196515406,0.010817612211754835
12,aufgabe,103,23.662257317718115,0.01073321422464652
13,tabelle,26,23.343583077739876,0.010588663396733677
14,form,57,22.260782001026467,0.01009750417371481
15,kompetenzorientiert,24,21.257754642479686,0.009642530357484578
16,ziel,63,20.43080840440242,0.009267427043951481
17,vorgabe,25,19.446294611889137,0.008820850992466664
18,aufbau,45,18.994537203173746,0.008615933558757467
19,gymnasial,21,18.953950120931022,0.008597523233714712
20,überfachliche,46,18.591415578576292,0.00843307734612757
