rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sachverhalt,199,153.91482797609166,0.028460231528521007
2,wissen,167,141.37086076224745,0.02614073953488646
3,naturwissenschaftlich,284,136.84691037172854,0.025304220550778505
4,fachlich,260,90.7786173327994,0.016785780168833385
5,zusammenhang,221,90.63246843154018,0.016758755926775806
6,problem,114,88.9202317134395,0.01644214800751575
7,kontext,119,77.38161589819289,0.014308554500387354
8,sachverhalte,144,76.79986889934415,0.014200984264978785
9,kenntnis,123,76.00025300934563,0.014053128118417147
10,sachverhalten,101,58.3015120816151,0.010780472252896738
11,phänomen,105,57.97607821398194,0.010720296613279348
12,aspekt,111,55.92983707169527,0.010341928281660836
13,verknüpfen,63,55.43180113531024,0.01024983697216567
14,begründet,63,53.1748136116211,0.00983249974529917
15,verschieden,126,50.89029236311613,0.009410071285876296
16,erkennen,73,50.27176180806266,0.009295699441163445
17,erschließen,74,50.00908542218275,0.009247128222538698
18,aufgabe,103,48.72694804553412,0.009010049527323843
19,beschreiben,169,47.772744431748485,0.008833608724765763
20,iii,53,47.4609344142248,0.008775952257170485
