topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.1627,226,70.2465
2,6,0.1227,146,102.6496
3,14,0.1079,136,60.4569
4,8,0.0812,99,48.2445
5,11,0.0763,76,48.9514
6,9,0.0718,74,60.9638
7,10,0.0682,84,45.1453
8,7,0.0571,62,83.3139
9,2,0.0557,51,67.5386
10,12,0.0541,50,81.2636
11,13,0.0478,47,83.7891
12,4,0.0415,40,75.4027
13,15,0.0241,21,88.1425
14,5,0.0171,16,68.5277
15,3,0.012,6,87.0445
