topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,60,0,1,0,61
2,6,92,5,4,7,114
3,4,27,16,5,11,63
4,0,59,0,2,1,62
5,0,51,0,2,1,54
