topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.1662,125,23.8966
2,3,0.1362,88,43.2589
3,9,0.1052,70,33.0385
4,1,0.1003,60,41.3023
5,5,0.0928,62,24.2373
6,12,0.0892,54,24.804
7,2,0.0775,50,35.0492
8,10,0.0769,42,58.8992
9,6,0.0609,40,37.9802
10,4,0.0448,27,30.7109
11,8,0.0277,12,46.5068
12,11,0.0221,10,79.0408
