topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,6,8,10,0,8,32
2,5,9,11,13,18,56
3,11,6,9,2,25,53
4,0,19,1,10,8,38
5,15,2,0,10,0,27
6,17,9,4,106,4,140
7,6,1,0,15,1,23
8,46,2,0,0,0,48
9,18,55,9,45,100,227
10,67,3,1,0,0,71
11,23,15,0,14,2,54
12,200,21,7,8,30,266
13,9,16,6,8,8,47
14,18,10,2,13,1,44
15,4,8,3,0,14,29
