topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1815,265,29.7507
2,8,0.1543,182,50.3332
3,5,0.1338,188,45.547
4,3,0.1157,146,80.3493
5,4,0.0939,115,50.9976
6,9,0.086,113,99.2301
7,1,0.0727,76,37.5495
8,10,0.0664,60,66.5365
9,2,0.0563,57,46.0212
10,7,0.0393,34,50.9743
