topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2163,315,35.7813
2,1,0.1939,240,40.8833
3,6,0.1607,208,56.669
4,5,0.1214,129,26.6302
5,7,0.1187,140,33.6847
6,3,0.1049,119,72.7679
7,4,0.084,85,58.6799
