topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.3147,545,26.7132
2,5,0.1969,272,30.5049
3,3,0.1863,248,35.1652
4,4,0.1528,197,50.1112
5,1,0.1493,204,73.8146
