term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
governance,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0
zumutung,50,0.0,0.0,0.0083,0.0,0.0006,0.0001,0.0,0.0,0.0,0.0
theorie,49,0.0,0.0103,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rassismus,49,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
bundestag,46,0.0,0.0079,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0
bürgerinitiative,46,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etc,44,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
niveau,43,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erweiterung,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0
friedenssicherung,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0
demokratietheorie,35,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0
modul,34,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
behandlung,33,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kritik,33,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weltweit,32,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fachbezoge,32,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fachübergreifend,31,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
