rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,verhalten,106,99.6163701459489,0.05943757058495967
2,ultimat,54,53.59272388786958,0.03197688597023272
3,proximat,49,48.650302244216164,0.02902791749371742
4,evolution,61,39.50127671603712,0.023569017015633152
5,mensch,151,37.999646094717605,0.02267304704687752
6,endogen,36,36.20936597606107,0.02160485011535316
7,exogen,32,32.35215777577645,0.019303390181314134
8,wert,44,29.274128935586408,0.017466839058408387
9,fitness,27,26.93801528195939,0.016072962530097736
10,kausal,41,26.78003063290648,0.0159786986684888
11,reproduktiv,23,22.907768370813294,0.013668256507331623
12,erklärung,55,22.747554240731617,0.013572662393116402
13,adaptiv,22,21.947042183262884,0.013095025114723317
14,stammbaum,21,20.94079787611282,0.012494634667407085
15,funktional,22,18.887142124081844,0.011269290795313452
16,hypothese,34,18.337635354829132,0.01094141950933386
17,sozialverhalten,18,18.131964386060496,0.01081870290456747
18,ergebnis,57,16.527932630725847,0.009861633794956904
19,primat,16,16.116827561464632,0.009616341916360563
20,auswertung,23,15.601533376381388,0.00930888407129924
