topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.3074,201,25.154
2,2,0.2001,109,17.5331
3,4,0.1782,96,18.7935
4,5,0.1646,85,23.1574
5,3,0.1497,78,22.2535
