,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
9436,"Fähigkeiten, beherrschen einfache Strategien der Entspannung und Selbstkontrolle, z. B. im Umgang mit Ärger, nehmen sich als einmalige Persönlichkeiten wahr und setzen sich mit ihren eigenen Stärken und Schwächen sowie Gefühlen und Wünschen auseinander, um damit langfristig ein positives Selbstbild zu entwickeln, sind aufmerksam für die Gefühle und Bedürfnisse ihrer Mitmenschen und entwickeln u. a. ihre Fähigkeit zu Empathie, Solidarität und",Gefühl,Gefühlen,Bayern,Realschule,,2023,"Ethik, Philo",9436,4
9437,"entsprechendes Wissen und wenden es alltagspraktisch an. Zugleich beginnen sie, moralische Vorgaben zu hinterfragen und eigene Vorstellungen zu entwickeln. Dabei vermischen sich in der konkreten Handlungssituation übernommene Normen mit unterschiedlichen Gefühlen, Bedürfnissen, Verpflichtungen, persönlichen Bindungen und noch instabilen Entwürfen der eigenen Identität. Unterschiedliche situative Gegebenheiten des soziokulturellen Umfeldes und vielfältige mediale Möglichkeiten und Angebote treten als Einflussfaktoren hinzu. Vor diesem Hintergrund",Gefühl,Gefühlen,Saarland,Gym,,2018,"Ethik, Philo",9437,2
9438,Aspekte der Sprache reflektieren und umsetzen Klassenstufen und Die Schülerinnen und Schüler können beim Kommunizieren Sach- und Emotionsebene unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können mit Rücksicht auf die Gefühle anderer sachorientiert kommunizieren. Klassenstufe Die Schülerinnen und Schüler können metakommunizieren. et ode o pete ese t Texte als Argumentationsträger verwenden Klassenstufen und Die Schülerinnen und Schüler können in Texten Informationsanteile,Gefühl,Gefühle,Saarland,Gym,,2018,"Ethik, Philo",9438,-1
9439,"den Fragen des eigenen Umwelt- und Konsumverhaltens und des Natur- und Tierschutzes auseinanderzusetzen. Ein gelingendes Leben in Familie und Partnerschaft wird im Ethikunterricht insbesondere im Hinblick auf die Wahrnehmung von Gefühlen und Bedürfnissen und hinsichtlich einer konstruktiven Kommunikation thematisiert. Der Ethikunterricht macht den Schülern bewusst, dass sie als Verbraucher Mitverantwortung tragen für eine Vielfalt von Phänomenen in der globalisierten Welt. In",Gefühl,Gefühlen,Bayern,Realschule,,2023,"Ethik, Philo",9439,9
9440,"Sinnfragen sowie die Frage nach Gott zur Sprache zu bringen und ihre Gedanken dazu weiterzuentwickeln. Der Islamische Unterricht soll den Schülerinnen und Schülern Hilfestellungen zur Bewältigung von Krisen, Leid und Gefühlen von Schuld und Versagen geben. Die existenziellen Fragen der Schülerinnen und Schüler können im Dialog mit Gedanken und Sichtweisen anderer Weltanschauungen und Religionen vertieft werden. Dabei lernen Kinder und Jugendliche",Gefühl,Gefühlen,Bayern,Realschule,,2023,"Ethik, Philo",9440,-1
9441,und kontextbezogen interpretieren. Klassenstufe Die Schülerinnen und Schüler können den eigenen Wahrnehmungsprozess kontextbezogen reflektieren. Perspektivisch und empathisch wahrnehmen und verstehen Klassenstufen und Die Schülerinnen und Schüler können eigene Perspektiven und Gefühle von denen anderer unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können andere Perspektiven einnehmen - sich in die Befindlichkeit eines anderen hineinversetzen. Klassenstufe Die Schülerinnen und Schüler können mit anderen,Gefühl,Gefühle,Saarland,Gym,,2018,"Ethik, Philo",9441,-1
9442,"Laborexperimenten, z. B.: Der kleine Albert von Watson und Rayner Puzzle-Box von Skinner Nur für eA: Vexierkasten von Thorndike Bezüge zu den Aufgabengebieten: Gesundheitsförderung: Suchtprävention Medienerziehung: Beeinflussung durch Werbung Sexualerziehung: Gefühle und Bedürfnisse als Mittel der Beeinflussung in der Werbung Beitrag zur Leitperspektive D: Förderung eines kritisch-reflektierten Umgangs mit digitalen Medien bzgl. ihrer Beeinflussungsmöglichkeit und ihrer potenziellen Suchtwirkung. D Päd Phi",Gefühl,Gefühle,Hamburg,,Sek2,2024,"Psychologie, Gesundheit",9442,9
9443,"sich selbst in ihrem Lebensumfeld beschreiben zum Beispiel Familie, Hobbys, Sorgen und mit der Wahrnehmung anderer vergleichen PG Wahrnehmung und Empfindung Vorstellungen darüber, was das Selbst ausmacht zum Beispiel Begabungen, Gefühle, erfassen und den Einfluss verschiedener Faktoren zum Beispiel Geschlecht, Erziehung, Gruppen, Religion auf das Selbst herausarbeiten und diskutieren BO Geschlechtsspezifische Aspekte bei der Berufswahl, Familien- und Lebensplanung VB Umgang mit",Gefühl,Gefühle,BaWü,Gym,,2016,"Ethik, Philo",9443,-1
9444,kontextbezogen interpretieren. Klassenstufe und Die Schülerinnen und Schüler können den eigenen Wahrnehmungsprozess kontextbezogen reflektieren. Perspektivisch und empathisch wahrnehmen und verstehen Klassenstufen und Die Schülerinnen und Schüler können eigene Perspektiven und Gefühle von denen anderer unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können andere Perspektiven einnehmen - sich in die Befindlichkeit eines anderen hineinversetzen. Klassenstufe und Die Schülerinnen und Schüler können mit,Gefühl,Gefühle,Saarland,GemS,,2018,"Ethik, Philo",9444,-1
9445,"ethisch relevanten Situationen wiedergeben ihre Wahrnehmung mit der anderer vergleichen und dabei Vormeinungen, Gewohnheiten und Prägungen beispielsweise personal, sozial, kulturell, religiös, ethnisch, medial berücksichtigen und aufzeigen eigene Bedürfnisse, Interessen und Gefühle und die anderer erkennen und beschreiben durch Perspektivenwechsel und wechselseitigen Austausch mögliche Empfindungen und Sichtweisen Beteiligter oder Betroffener erfassen und benennen Phänomene, Situationen oder Sachverhalte und die zugrundeliegenden Werte und",Gefühl,Gefühle,BaWü,Gym,,2016,"Ethik, Philo",9445,3
9446,"Personen, Gegenstände, Orte und Sachverhalte differenziert und setzen sie zueinander in Beziehung: las subordinadas de relativo con preposicin Lernbereich : Interkulturelle Kompetenzen äußern Wünsche, geben Ratschläge, formulieren Vorschläge und bringen Gefühle zum Ausdruck: el presente de subjuntivo formas regulares e irregulares y uso el condicional formas regulares e irregulares erkennen weitere Handlungen und Abläufe in der Gegenwart, Vergangenheit und Zukunft conocimiento",Gefühl,Gefühle,Bayern,Realschule,,2023,"Ethik, Philo",9446,1
9447,"Präsentation Die Schülerinnen und Schüler stellen Sachverhalte unter Verwendung relevanter Fachbegriffe dar MK , präsentieren adressatengerecht mithilfe selbsterstellter Medienprodukte fachbezogene Sachverhalte MK . Urteilskompetenz Die Schülerinnen und Schüler beschreiben unterschiedliche Gefühle, Motive, Bedürfnisse und Interessen von betroffenen Personen und Gruppen sowie erste Folgen aus Konfliktlagen für die agierenden Personen oder Konfliktparteien UK , ermitteln unterschiedliche Positionen sowie deren etwaige Interessengebundenheit UK",Gefühl,Gefühle,NRW,Gesamtschule,,2020,Sozialkunde,9447,8
9448,"Bedürfnisse und insbesondere zum selbstständigen Lernen, funktionsbezogen auszuwählen, zu nutzen und selbst herzustellen. Sie erkennen bei sich selbst und anderen, dass Medien sowie das eigene mediale Handeln Einfluss auf Vorstellungen, Gefühle und Verhaltensweisen ausüben. Medienbildung Die Schüler lernen, Themen und Probleme mehrperspektivisch zu erfassen. Mehrperspektivität Die Schüler entwickeln eigene Wertvorstellungen auf der Grundlage der freiheitlichen demokratischen Grundordnung, indem sie Werte im",Gefühl,Gefühle,Sachsen,Mittelschule,,2019,Bio,9448,3
9449,"beschreiben Verstehen und deuten Teilhaben und teilnehmen Begründen und kommunizieren Wahrnehmung geschieht durch die Sinne. Im Islamischen Unterricht lernen die Schülerinnen und Schüler, sich und ihre Umwelt, Erlebnisse, religiöse Inhalte, Gefühle, Gedanken und auch Fragen von einer anderen Perspektive mit all ihren Sinnen aufmerksam wahrzunehmen, sprachlich und fachsprachlich zu beschreiben und sie zum Ausdruck zu bringen. Das Wahrnehmen ist der Ausgangspunkt",Gefühl,Gefühle,Bayern,Realschule,,2023,"Ethik, Philo",9449,-1
9450,"in Alltagssituationen, Medizin, Medien, Ökologie exemplarisch erarbeiten, diskutieren und bewerten BNE Teilhabe, Mitwirkung, Mitbestimmung Möglichkeiten und Grenzen der Pflichtethik von Kant zum Beispiel bezogen auf Menschenbild, guter Wille, Pflicht, Folgen, Gefühle auch im Vergleich zu anderen Positionen der Moralphilosophie untersuchen und bewerten Analysieren und interpretieren , , , Argumentieren und reflektieren , , Freiheit und Selbstverständnis des Menschen Grundlagen des Zusammenlebens",Gefühl,Gefühle,BaWü,Gym,,2016,"Ethik, Philo",9450,2
9451,"Glauben reflektieren und Möglichkeiten des Umgangs damit beurteilen. Sich ausdrücken und kommunizieren Gegenstandsbereiche Christlicher Glaube evangelischer Prägung Identität und Gemeinschaft Religion in einer pluralen Welt Die Fähigkeit, eigene Gedanken und Gefühle auszudrücken und sich kreativ an Prozessen und Projekten zu beteiligen, dient einem respektvollen Miteinander in Schule und Gesellschaft. Im Dialog werden Kompetenzen erworben, die für das Zusammenleben und -wirken mündiger",Gefühl,Gefühle,Bayern,Realschule,,2023,"Ethik, Philo",9451,2
9452,"Material prüfen und sichern, die Ergebnisse ordnen und bewerten, Verfassungsschaubilder auswerten sowie einfache Statistiken erstellen und interpretieren, sich in historische Rollen und Persönlichkeiten einfühlen; im Schutz der Rolle ihre eigenen Gefühle und Erfahrungen in die sozialhistorischen Bedingungen übertragen, mit fremdsprachlichen digitalen Informationsquellen z.B. NARA zielführend arbeiten. Geografie Jahrgangsstufe - Aufgaben und Ziele Auf den Grundkenntnissen der und Jahrgänge aufbauend, wird das",Gefühl,Gefühle,Bremen,Gym,Sek1,2006,Sozialkunde,9452,1
9453,"Grundrechten. Das Fach zielt damit ab auf eine Erziehung hin zu Toleranz, zum Willen und zur Fähigkeit, Konflikte geregelt und sachorientiert auszutragen, zu einem angemessenen Umgang mit eigenen und fremden Gefühlen sowie zu einer von Mitmenschlichkeit getragenen Solidarität und zur Bereitschaft, soziale Verantwortung zu übernehmen. Die Schülerinnen und Schüler entwickeln ein Verständnis für die soziale Existenz des Menschen, indem sie Grundtatsachen",Gefühl,Gefühlen,Bayern,Realschule,,2023,"Ethik, Philo",9453,8
9454,"Gesellschaft gegenüber besonderen Formen der Verwirklichung von Individualität Verfassen eines Essays, z. B. zum Thema: Bei vielen Menschen ist es bereits eine Unverschämtheit, wenn sie Ich sagen. Adorno: Minima Moralia, Gefühl Die Schülerinnen und Schüler erschließen aus eigenen Beobachtungen/Erlebnissen die Relevanz von Gefühlen, definieren Gefühl, analysieren Erscheinungsformen eines bestimmten Gefühls und beurteilen seine Bedeutung für Entscheidungen und Handlungen. Beantwortung der Frage:",Gefühl,Gefühl,Saarland,GemS,"9,10",2018,"Ethik, Philo",9454,4
9455,"Naturund Tierschutzes, auch mit Blick auf globale Entwicklungen, auseinander. Familien- und Sexualerziehung Ein gelingendes Leben in Familie und Partnerschaft wird insbesondere im Hinblick auf konstruktive Kommunikation und die Wahrnehmung von Gefühlen und Bedürfnissen thematisiert. Medienbildung/Digitale Bildung Der Ethikunterricht leistet einen Beitrag zur Medienbildung, indem er der Frage nach einer sinnvollen und ethisch verantwortlichen Mediennutzung nachgeht. Die Schülerinnen und Schüler berücksichtigen Umgangsregeln,",Gefühl,Gefühlen,Bayern,Gym,12,,"Ethik, Philo",9455,9
9456,"Symbole, Rituale, Transzendenz /: Weltbilder, Religionen, Kulturen Fragen nach dem Sinn II /: Heimat, Fremde /: Sinn, Freizeit, Abhängigkeit /: Leben, Sinn, Arbeit Fragen nach dem Menschen I /: Selbst, Gefühle, Eigenes /: Selbst, Gruppe, Erwachsenwerden /: Selbst, Identität, Geschlecht Fragen nach dem Menschen II /: Mensch, Tier, Umwelt /: Umwelt, Konsum, Lebensstil /: Natur, Kultur, Technik BEITRAG DES FACHES ZU",Gefühl,Gefühle,Rheinland-Pfalz,,Sek1,2021,"Ethik, Philo",9456,2
9457,"sehen und Verantwortung für sich und andere übernehmen. Überfachliche Kompetenzen: elbstwahrnehmung, Soziale Wahrnehmungsfähigkeit, Gesellschaftliche Verantwortung, esekompetenz Leitperspektiven: Individuum, Gesellschaft, Vergleichende Ideengeschichte Inhaltsfelder: Selbst und Welt Auseinandersetzung mit eigenen und fremden Gefühlen, Interessen Grunderfahrungen menschlichen Lebens. Freiheit und Würde Zusammenhang von Pflicht und Würde, Verantwortung für sich und andere Recht und Gerechtigkeit Erfahrungen von Gerechtigkeit und Ungerechtigkeit Inhaltliche Konkretisierung: Unsere Lernenden können",Gefühl,Gefühlen,Hessen,,Sek1,,"Ethik, Philo",9457,5
9458,"auf das Denken, beschreiben und prüfen äußere Einflüsse auf das Denken, bestimmen davon ausgehend die Bedeutung des Begriffes Selbst-Denken, Rollenspiel: Mr. Spock sein in selbst entworfenen durch Emotionen bestimmte Situationen Gefühle zähmen: Gefühle mitteilen IchBotschaft, Mitfühlen, Das Eisen schmieden, wenn es kalt ist auf dem Prüfstand: Essgewohnheiten, gewohnter Tagesablauf, Lerngewohnheiten Angst-Check: Vorurteile durch Fakten ersetzen Gewissen als bedrängende innere Stimme: Formulieren",Gefühl,Gefühle,Saarland,GemS,"7,8",2018,"Ethik, Philo",9458,0
9459,"Denken, beschreiben und prüfen äußere Einflüsse auf das Denken, bestimmen davon ausgehend die Bedeutung des Begriffes Selbst-Denken, Rollenspiel: Mr. Spock sein in selbst entworfenen durch Emotionen bestimmte Situationen Gefühle zähmen: Gefühle mitteilen IchBotschaft, Mitfühlen, Das Eisen schmieden, wenn es kalt ist auf dem Prüfstand: Essgewohnheiten, gewohnter Tagesablauf, Lerngewohnheiten Angst-Check: Vorurteile durch Fakten ersetzen Gewissen als bedrängende innere Stimme: Formulieren von Du",Gefühl,Gefühle,Saarland,GemS,"7,8",2018,"Ethik, Philo",9459,0
9460,"Thema: Bei vielen Menschen ist es bereits eine Unverschämtheit, wenn sie Ich sagen. Adorno: Minima Moralia, Gefühl Die Schülerinnen und Schüler erschließen aus eigenen Beobachtungen/Erlebnissen die Relevanz von Gefühlen, definieren Gefühl, analysieren Erscheinungsformen eines bestimmten Gefühls und beurteilen seine Bedeutung für Entscheidungen und Handlungen. Beantwortung der Frage: Was leisten Emoticons Positionslinie: Geschätzter Anteil von vernünftigen Überlegungen und Gefühlen an Handlungen und",Gefühl,Gefühl,Saarland,GemS,"9,10",2018,"Ethik, Philo",9460,0
9461,"für ein Internetforum, Artikel für die Schülerzeitung, Reiseberichte. beschreiben gegenwärtige, vergangene und zukünftige Handlungen sowie reale oder fiktive Ereignisse. Dabei schreiben sie detailliert über ihre persönlichen Erfahrungen, Meinungen, Gedanken und Gefühle. nehmen Stellung zu Themen von persönlichem und allgemeinem Interesse, indem sie ihre Gründe dafür oder dagegen bzw. Vor- und Nachteile in einfacher Form angeben. Sprachmittlung Kompetenzerwartungen und Inhalte Die Schülerinnen",Gefühl,Gefühle,Bayern,Realschule,,2023,"Ethik, Philo",9461,1
9462,"situations- und adressatengerecht an. verwenden in etwas größerem Umfang individuellen Wortschatz, um sich zu ihren Interessen z. B. Berufswünsche, französische Stars zu äußern. drücken zunehmend präzise die eigene Meinung und Gefühle aus u. a. il est important de, ta place. geben Wertungen ab und bringen Gefühle zum Ausdruck u. a. il faut que tu fasses ... / tu aies confiance ...,",Gefühl,Gefühle,Bayern,Realschule,,2023,"Ethik, Philo",9462,-1
9463,"Zusammenhang von Pflicht und Würde, Verantwortung für sich und andere Recht und Gerechtigkeit Erfahrungen von Gerechtigkeit und Ungerechtigkeit Inhaltliche Konkretisierung: Unsere Lernenden können ... unterschiedliche Glücksvorstellungen beschreiben und bewerten, verschiedene Gefühle an Beispielen aus dem Alltag beschreiben, Alltagsgeschichten aus unterschiedlichen Ländern vergleichen, nhaltsbezogene Kompetenzen: Gemeinsame Wünsche erreichbare Ziele Vereinbarungen für die Gestaltung von Lernwegen: - Wie leben Kinder auf der anderen",Gefühl,Gefühle,Hessen,,Sek1,,"Ethik, Philo",9463,-1
9464,LEHRPLAN ETHIK MINISTERIUM FÜR BILDUNG Für die Sekundarstufe I Tiere Würde Ethik Argumente Zugehörigkeit Gerechtigkeit Verantwortung Sinn Konsum Gewissen Glück Mitgefühl Natur Gefühle Medien Der vorliegende Lehrplan gilt mit Beginn des Schuljahres / für den Unterricht in der Orientierungsstufe der allgemeinbildenden Schulen in Rheinland-Pfalz; ab dem Schuljahr / findet der Unterricht nach diesem,Gefühl,Gefühle,Rheinland-Pfalz,,Sek1,2021,"Ethik, Philo",9464,3
9465,"sich in die Befindlichkeit eines anderen hineinversetzen Sexualität, die Relevanz sozialer Kontexte für Handlungen analysieren Verliebt-Sein, Liebe, Bedürfnisse und Intentionen der Dialogpartner erfassen und berücksichtigen Sexualität, mit Rücksicht auf die Gefühle anderer sachorientiert kommunizieren Sexualität, Formen szenischer Darstellung ... verwenden Verliebt-Sein, Liebe, zu Begriffen Wortfelder erstellen und Begriffe Wortfeldern zuordnen Verliebt-Sein, Liebe. inhaltsbezogenen Kompetenzen methodisch-didaktische Hinweise Verliebt-Sein, Liebe Die Schülerinnen und",Gefühl,Gefühle,Saarland,GemS,"7,8",2018,"Ethik, Philo",9465,2
