topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,23,0,0,1,24
2,1,43,0,4,11,59
3,0,32,11,12,16,71
4,0,29,0,2,2,33
5,0,13,4,0,14,31
6,3,11,19,0,3,36
7,0,26,3,2,0,31
