term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
europa,25,0.0086,0.0256,0.0002,0.0002,0.0001,0.0002,0.0002
sexualität,25,0.0002,0.0001,0.0215,0.0002,0.0001,0.0002,0.0002
abbau,24,0.0036,0.005,0.0008,0.0002,0.0011,0.0234,0.0021
erfahrung,24,0.0049,0.0001,0.0025,0.0002,0.0106,0.0003,0.0002
imperialismus,24,0.0002,0.0001,0.0002,0.0002,0.0161,0.0002,0.0002
fremdheit,22,0.0002,0.0001,0.0002,0.0002,0.0115,0.0003,0.0082
gefühl,22,0.0016,0.0002,0.0002,0.0189,0.0001,0.0002,0.0002
respekt,22,0.0002,0.0001,0.0002,0.0002,0.0142,0.0002,0.0002
welt,22,0.0003,0.0001,0.0002,0.0002,0.0001,0.0378,0.0002
norm,21,0.0002,0.0001,0.0042,0.0002,0.0107,0.0002,0.0002
denken,20,0.0025,0.024,0.0004,0.0004,0.0001,0.0002,0.0002
geschlechterrolle,20,0.0002,0.0001,0.0035,0.0149,0.0001,0.0002,0.0003
grundlegend,20,0.0014,0.0001,0.0002,0.0002,0.0001,0.0002,0.0193
liebe,20,0.0002,0.0001,0.0172,0.0002,0.0001,0.0002,0.0002
politisch,20,0.0231,0.0193,0.0002,0.0003,0.0002,0.0002,0.0002
weltkrieg,20,0.0002,0.0124,0.0002,0.0002,0.0122,0.0002,0.0002
wissen,19,0.0131,0.0001,0.0003,0.0002,0.0001,0.0083,0.0006
aggression,18,0.0002,0.0001,0.0021,0.0154,0.0001,0.0002,0.0003
erörtern,18,0.0134,0.0001,0.0021,0.0002,0.0001,0.0002,0.0065
ethnisch,18,0.0022,0.0001,0.0002,0.0149,0.0001,0.0002,0.0003
gruppe,18,0.0077,0.0001,0.0088,0.0002,0.0001,0.0005,0.0349
hinblick,18,0.0002,0.0293,0.0002,0.0003,0.0033,0.0002,0.0003
inklusion,18,0.0002,0.0001,0.0002,0.0002,0.0116,0.0002,0.0002
problem,18,0.006,0.0001,0.0012,0.0002,0.0002,0.0002,0.0154
solidarität,18,0.0002,0.0001,0.0002,0.0002,0.0117,0.0002,0.0002
verstehen,18,0.0126,0.0001,0.0002,0.0002,0.0014,0.0033,0.0002
frieden,17,0.0002,0.0001,0.0002,0.0003,0.0113,0.0002,0.0002
gesellschaft,17,0.0002,0.0028,0.0153,0.0002,0.0002,0.0065,0.0103
aussehen,16,0.0002,0.0001,0.0002,0.0149,0.0001,0.0002,0.0003
fremd,16,0.0125,0.0001,0.0005,0.003,0.0001,0.0002,0.0002
lebensalter,16,0.0002,0.0001,0.0002,0.0149,0.0001,0.0002,0.0003
lernen,16,0.0005,0.0001,0.0002,0.0002,0.0001,0.0125,0.0023
religionszugehörigkeit,16,0.0002,0.0001,0.0002,0.0149,0.0001,0.0002,0.0003
unkenntnis,16,0.0002,0.0001,0.0002,0.015,0.0001,0.0002,0.0003
deutschland,15,0.0139,0.0001,0.0002,0.0002,0.0035,0.0002,0.0002
gängig,15,0.0002,0.0001,0.0002,0.0141,0.0001,0.0002,0.0002
nennen,15,0.0002,0.0001,0.0002,0.0139,0.0002,0.0002,0.0002
verhalten,15,0.0002,0.0001,0.0036,0.0002,0.0001,0.0023,0.017
werteorientierung,15,0.0002,0.0001,0.0002,0.0002,0.0001,0.0136,0.0002
ideologisch,14,0.0002,0.0221,0.0002,0.0042,0.0001,0.0002,0.0002
religiös,14,0.0113,0.0001,0.0014,0.005,0.0001,0.0002,0.0002
sucht,14,0.0041,0.0001,0.0044,0.0002,0.0008,0.0213,0.0002
bürgerrecht,13,0.0002,0.0001,0.0002,0.0002,0.0003,0.012,0.0082
information,13,0.0031,0.0001,0.0002,0.0002,0.0001,0.0002,0.018
rassismus,13,0.0004,0.0201,0.0002,0.0002,0.0021,0.0002,0.0002
selbstbestimmung,13,0.0002,0.0001,0.0112,0.0002,0.0001,0.0002,0.0002
sexuell,13,0.0002,0.0001,0.0145,0.0002,0.0001,0.0002,0.0002
theorie,13,0.0003,0.0178,0.0002,0.0002,0.0001,0.0002,0.0044
entwickeln,12,0.0119,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002
jude,12,0.0074,0.0001,0.0004,0.0002,0.0001,0.0113,0.0002
klassenstuf,12,0.0118,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002
medial,12,0.0054,0.0001,0.0063,0.0002,0.0002,0.0274,0.0002
regel,12,0.0018,0.0001,0.012,0.0002,0.0002,0.0002,0.0002
weg,12,0.0002,0.0001,0.0006,0.0002,0.0043,0.0012,0.0157
benennen,11,0.0169,0.0001,0.0015,0.0002,0.0002,0.0002,0.0002
bild,11,0.0002,0.0001,0.0002,0.0058,0.0002,0.0256,0.0002
interreligiösen,11,0.0002,0.0006,0.0002,0.0002,0.0113,0.0005,0.0002
persönlich,11,0.0002,0.0002,0.0004,0.0002,0.0001,0.0033,0.0192
wirtschaftlich,11,0.02,0.0144,0.0002,0.0003,0.0001,0.0002,0.0002
bereich,10,0.0012,0.0002,0.0109,0.0002,0.0001,0.0002,0.0003
ermitteln,10,0.0002,0.024,0.0002,0.0003,0.0001,0.0002,0.0002
nationalsozialismus,10,0.0002,0.0165,0.0002,0.0002,0.0002,0.0002,0.0002
wissenschaftlich,10,0.0003,0.0183,0.0002,0.0003,0.0001,0.0002,0.0002
abhängigkeit,9,0.0033,0.0001,0.0002,0.0002,0.0007,0.0223,0.0002
demokratie,9,0.001,0.0172,0.0002,0.0002,0.0004,0.0004,0.0002
einzeln,9,0.0014,0.0001,0.0002,0.0002,0.0015,0.0003,0.0174
individuell,9,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0133
analysekompetenz,8,0.0002,0.0001,0.0002,0.0002,0.0035,0.0202,0.0002
auseinander,8,0.0002,0.0001,0.0103,0.0002,0.0001,0.0002,0.0002
biologismus,8,0.0002,0.0192,0.0002,0.0003,0.0001,0.0002,0.0002
chauvinismen,8,0.0002,0.0192,0.0002,0.0002,0.0001,0.0002,0.0002
ethnozentrismen,8,0.0002,0.0192,0.0002,0.0002,0.0001,0.0002,0.0002
motiv,8,0.0115,0.0001,0.0002,0.0002,0.0001,0.0002,0.0005
versatzstück,8,0.0002,0.0192,0.0002,0.0003,0.0001,0.0002,0.0002
antijudaismus,7,0.0146,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002
modell,7,0.0002,0.0168,0.0002,0.0002,0.0001,0.0002,0.0002
experiment,6,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0141
gruppendynamisch,6,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0141
sprache,5,0.0002,0.0001,0.0003,0.0002,0.0001,0.0116,0.0002
