term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
klischee,126,0.0002,0.0066,0.0036,0.0391,0.0641,0.0163,0.0085
form,102,0.0002,0.0121,0.0002,0.0177,0.0701,0.0098,0.003
mensch,80,0.0002,0.0001,0.011,0.0002,0.0011,0.0908,0.0053
stereotyp,75,0.0002,0.0309,0.0002,0.0008,0.0442,0.0199,0.0003
sozial,68,0.0316,0.0001,0.0223,0.0163,0.0001,0.0067,0.0055
toleranz,67,0.0002,0.0001,0.0097,0.0002,0.04,0.0002,0.0055
ursache,66,0.015,0.0001,0.0063,0.0334,0.0017,0.0003,0.0101
wahrnehmung,62,0.0418,0.0001,0.011,0.0002,0.0001,0.0066,0.0002
folge,55,0.0125,0.0001,0.0077,0.0236,0.0008,0.0002,0.0193
urteil,54,0.0149,0.0001,0.0075,0.0002,0.0033,0.0265,0.0002
möglichkeit,52,0.0002,0.0001,0.0169,0.0162,0.0019,0.0061,0.014
kritisch,48,0.0115,0.0099,0.0002,0.0002,0.0088,0.004,0.0002
medium,46,0.0002,0.0021,0.0178,0.015,0.0002,0.0294,0.0003
unterschiedlich,46,0.0028,0.0125,0.0099,0.0183,0.0068,0.0002,0.0003
prüfen,40,0.0002,0.0001,0.0002,0.0076,0.0154,0.0075,0.0002
historisch,39,0.0036,0.0194,0.0036,0.004,0.0008,0.0002,0.0002
mobbing,39,0.0002,0.0001,0.0091,0.0139,0.0001,0.0054,0.0157
konflikt,38,0.0002,0.0001,0.017,0.0032,0.0009,0.0002,0.0177
geschichte,36,0.0214,0.0035,0.0085,0.0067,0.0001,0.0027,0.0002
kultur,36,0.0002,0.0001,0.0002,0.0002,0.0002,0.0358,0.0053
diskriminierung,34,0.0002,0.0001,0.0046,0.0003,0.0076,0.0002,0.0215
leben,34,0.0062,0.0001,0.01,0.0002,0.0084,0.0068,0.0002
wert,32,0.0002,0.0001,0.0056,0.0003,0.0163,0.0005,0.0004
zusammenleben,32,0.0002,0.0001,0.0002,0.0002,0.0053,0.0009,0.0393
handeln,31,0.0053,0.0001,0.003,0.0002,0.0132,0.0197,0.0002
umgang,31,0.0006,0.0074,0.0127,0.0002,0.0121,0.0023,0.0003
gewalt,30,0.0002,0.0001,0.0062,0.0002,0.0001,0.0002,0.0274
bne,29,0.0002,0.0001,0.002,0.0002,0.0204,0.0002,0.0003
gesellschaftlich,29,0.0043,0.0275,0.0031,0.0047,0.005,0.0002,0.0003
religion,29,0.0002,0.0001,0.0002,0.0002,0.0002,0.0203,0.0148
rolle,28,0.0002,0.0001,0.0132,0.0002,0.0107,0.0002,0.0002
typisch,28,0.0002,0.0204,0.0103,0.0037,0.0015,0.0002,0.0002
ethik,26,0.0002,0.0001,0.0124,0.0002,0.0075,0.0002,0.0002
gegenwart,26,0.0033,0.0063,0.0126,0.0002,0.0001,0.0002,0.0002
herkunft,26,0.0002,0.0001,0.0002,0.0242,0.0001,0.0002,0.0002
wertvorstellung,26,0.0002,0.0045,0.0002,0.0002,0.0001,0.0023,0.0155
