topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,13,96,12,0,76,197
2,8,81,8,0,49,146
3,0,94,6,0,16,116
4,0,244,7,1,15,267
5,13,99,22,3,211,348
6,9,81,10,3,15,118
7,0,131,2,1,17,151
