topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,29,392,23,5,132,581
2,86,165,160,11,148,570
3,82,149,48,1,140,420
4,30,353,15,4,67,469
5,61,160,17,3,29,270
6,107,104,138,8,702,1059
7,32,317,51,4,76,480
