topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2626,81,15.5505
2,7,0.1542,42,13.5837
3,5,0.1511,43,14.2985
4,6,0.1419,32,32.5004
5,2,0.1377,36,10.9684
6,4,0.0865,20,19.8111
7,1,0.0659,13,20.7507
