rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,entwicklung,7,4.016108606935798,0.1046054075782856
2,kooperation,5,3.5071562707863353,0.09134900149681374
3,politisch,15,2.628228210020392,0.06845603792764317
4,ziel,17,2.626426558906454,0.06840911129603716
5,staat,7,2.6253809325139543,0.06838187643122969
6,entwickeln,12,1.2739021348682464,0.033180639538135714
7,gestalten,10,0.7878251975565399,0.020520056591229196
8,theorie,6,0.678228268480281,0.01766544468766874
9,persönlich,8,0.6765577174600778,0.017621932749259783
10,frage,6,0.11522667941166478,0.0030012469640222383
11,synaptisch,11,0.09140585562150269,0.0023807988573357995
12,begründen,14,0.0892295157818747,0.0023241129112535684
13,lernen,23,0.08755635896799512,0.00228053310114684
14,einzeln,6,0.08747047940699272,0.0022782962426949084
15,vertieft,5,0.08667199702398283,0.0022574986041612836
16,biologisch,16,0.08574947432020809,0.0022334701545167887
17,reproduktion,16,0.08572242977571444,0.0022327657399014464
18,reorganisation,29,0.08541870409763791,0.002224854761524936
19,methode,26,0.08480661934461227,0.0022089121211909257
20,chemisch,11,0.08431100745480286,0.0021960031864961256
