topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2142,393,38.8298
2,9,0.1726,293,39.0725
3,1,0.1088,138,79.1016
4,3,0.095,113,79.3731
5,10,0.0873,120,29.0925
6,5,0.0834,113,44.355
7,8,0.0817,112,79.2078
8,6,0.061,83,39.2122
9,4,0.0556,55,101.3277
10,7,0.0404,46,65.8167
