rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,afb,45,41.876090270273224,0.040029129644164316
2,wissen,49,36.948724585281184,0.03531908726590611
3,vorstellung,92,28.344450462969974,0.02709430787239096
4,verschieden,198,22.700449296803974,0.021699237488930368
5,standard,23,22.19861499313131,0.021219536774944137
6,gesellschaft,279,22.17747276557293,0.021199327033240966
7,operator,23,22.033454502302057,0.02106166074934508
8,individuell,69,20.650104953064684,0.01973932434945132
9,weltanschauung,22,19.565454765281938,0.0187025130639397
10,regel,105,18.09804019985862,0.01729981936684538
11,utopie,31,17.862958235523458,0.01707510578048517
12,kontext,42,17.24826166349438,0.016487520630707173
13,sehen,24,17.16033428356272,0.016403471320758707
14,verantwortung,276,15.649885305688052,0.014959641260072242
15,anwenden,28,15.07600990525152,0.014411076848843584
16,pflichtmodul,28,14.642321681795666,0.01399651660671455
17,kenntnis,18,14.197624739704331,0.013571433189603525
18,anforderung,54,13.79319746324717,0.013184843329460062
19,weltreligion,15,13.791789397905044,0.01318349736736657
20,entwickeln,93,12.485973877572306,0.01193527532902918
