term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
leben,521,0.0459,0.0445,0.007,0.0015,0.0897,0.0073,0.0155
mensch,240,0.0128,0.0214,0.0014,0.0051,0.0166,0.0001,0.0216
ethik,199,0.0289,0.0129,0.0101,0.0003,0.0066,0.0077,0.0228
moral,168,0.005,0.0095,0.0001,0.0025,0.0147,0.0107,0.0279
glücksvorstellung,144,0.0001,0.0064,0.0001,0.0271,0.0212,0.0001,0.0001
vorstellung,136,0.0017,0.0062,0.0001,0.0056,0.016,0.0001,0.0139
begriff,116,0.0108,0.0034,0.0316,0.0001,0.0023,0.0143,0.0004
frage,116,0.0009,0.0135,0.0001,0.0053,0.0093,0.0046,0.0001
individuell,105,0.0001,0.0081,0.0001,0.0139,0.0093,0.0019,0.0052
ziel,95,0.0001,0.0118,0.0332,0.0041,0.002,0.0001,0.0001
sozial,91,0.0001,0.0044,0.0049,0.0053,0.0092,0.0117,0.0065
verantwortung,90,0.0001,0.0064,0.0002,0.0038,0.0022,0.0001,0.0179
konsum,86,0.0001,0.0,0.0001,0.0001,0.0012,0.0196,0.0139
moralisch,84,0.0001,0.0066,0.0001,0.0202,0.0136,0.0001,0.0001
verschieden,83,0.0043,0.0007,0.0001,0.0142,0.0048,0.0054,0.005
freiheit,81,0.0001,0.0082,0.0049,0.0092,0.0073,0.0001,0.0077
gesellschaft,81,0.0147,0.0076,0.0001,0.0001,0.0,0.0055,0.0098
wert,81,0.0001,0.0084,0.0019,0.0004,0.0012,0.0023,0.0164
sinn,77,0.0024,0.0073,0.0001,0.0051,0.0083,0.0001,0.0005
ethisch,76,0.0028,0.0024,0.0001,0.0001,0.0102,0.0162,0.0015
selbstverwirklichung,74,0.0001,0.0009,0.0054,0.0001,0.0093,0.0065,0.0037
wahrnehmen,73,0.0001,0.0017,0.0006,0.0001,0.0023,0.0001,0.0207
menschlich,70,0.0041,0.0093,0.0001,0.0001,0.0061,0.0009,0.0002
welt,70,0.0001,0.0,0.0001,0.0001,0.0008,0.0034,0.0236
handlung,68,0.0001,0.0023,0.0003,0.0038,0.0,0.0226,0.0001
bedeutung,67,0.0031,0.004,0.0001,0.0001,0.0125,0.0013,0.0001
unglück,67,0.0001,0.006,0.014,0.0001,0.0058,0.0001,0.0001
ding,66,0.0001,0.0,0.0001,0.0001,0.0066,0.0066,0.0137
thema,65,0.0179,0.0012,0.0002,0.0001,0.0046,0.0001,0.0064
gelingend,65,0.0011,0.0098,0.0001,0.0001,0.0069,0.0001,0.0001
religion,63,0.0001,0.0001,0.0001,0.0033,0.0001,0.0001,0.0208
situation,63,0.003,0.0,0.0001,0.0001,0.0,0.0262,0.0001
positiv,61,0.0156,0.0001,0.0199,0.0001,0.0,0.0001,0.0001
bedürfnis,60,0.0001,0.0016,0.0001,0.0015,0.0032,0.0159,0.0001
werbung,58,0.0008,0.0,0.0001,0.0029,0.0107,0.0001,0.0052
inhalt,57,0.0001,0.0104,0.0001,0.0087,0.0,0.0001,0.0001
natur,55,0.0001,0.0015,0.0005,0.0051,0.0,0.0001,0.0147
