topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.2205,38,13.0181
2,9,0.1844,28,10.3178
3,1,0.1479,21,16.6902
4,5,0.1134,19,11.8411
5,4,0.0963,15,19.0601
6,6,0.061,9,16.9299
7,8,0.0602,8,9.1993
8,3,0.0526,5,23.4903
9,2,0.0426,7,27.9889
10,10,0.0211,2,13.1512
