rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,145,58.99076705563139,0.03179933870968922
2,entwicklung,121,40.293533272292905,0.02172047892049673
3,gesellschaftlich,114,39.206609250852075,0.021134565788075526
4,problem,65,35.904349134115925,0.01935446199894254
5,ökonomisch,49,31.283518857572783,0.01686357479035258
6,ökologisch,50,29.580130588016203,0.015945352783056775
7,herausforderung,88,28.824249450145544,0.015537890369409115
8,fördern,28,28.60077904723532,0.01541742726325843
9,sozial,110,27.999794357686966,0.015093462740399065
10,wirtschaftlich,60,25.31092112551312,0.013644008954238293
11,nachhaltig,53,24.871293764209597,0.01340702509954534
12,fach,97,24.771204772523795,0.013353071508049801
13,gegenwart,277,24.19950615551963,0.01304489382416188
14,zukünftig,30,23.558285557900895,0.012699239885604372
15,entwickeln,72,23.55107134417994,0.012695351018971728
16,digitalisierung,21,22.56608082678187,0.012164385773867609
17,komplex,23,20.48533800704652,0.01104274845679187
18,handeln,100,17.547344849391163,0.009459005030317585
19,veränderung,23,16.833034290631257,0.009073951495067017
20,chance,51,16.255971219979003,0.008762882069181792
