rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,iii,40,35.423763143721786,0.034244032317121025
2,ethik,63,31.37960829616082,0.030334561470293057
3,bezug,55,25.848458292111335,0.024987617422563224
4,friedlich,29,25.60207581205416,0.024749440310345667
5,brücke,24,22.19020369948424,0.021451195050216226
6,kompetenz,103,19.337507732558972,0.01869350348351369
7,leer,21,19.208673467614283,0.01856895983425715
8,bleiben,25,19.14449753439224,0.01850692117613038
9,gerechtigkeit,36,18.87698795389381,0.018248320567195605
10,fachinterne,20,18.449621343761635,0.01783518670704505
11,wissenschaft,22,18.026538196726317,0.017426193656218534
12,wert,27,16.984133842455755,0.016418504883844973
13,wandel,47,16.72617424275497,0.016169136209127227
14,bilden,17,15.649974240198027,0.015128777297576147
15,beitrag,57,15.030410799031317,0.01452984740930481
16,basis,19,14.157171436276062,0.01368568986349441
17,gestaltung,110,14.138930414281074,0.013668056329074045
18,teilhabe,18,13.939478062675265,0.013475246413695938
19,allgemein,26,13.548578265148715,0.013097364898258251
20,auftrag,13,13.511033160452307,0.013061070172219203
