,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
26758,"Muss ich jede Norm einhalten Kompetenzerwartungen Die Schülerinnen und Schüler können Handlungsmuster in Beziehung zu Handlungsgrundsätzen und Wertvorstellungen setzen Werte, Werte und Normen, die Relevanz sozialer Kontexte für Handlungen analysieren Moralische Werte und Normen, Argumente und Gegenargumente selbst sinnvoll aufeinander beziehen Moralische Werte und Normen, eigene Urteile gegenüber anderen mit Bezug auf Wertvorstellungen begründen Moralische Werte und Normen, Begriffe über Funktionen",Moral,moralische,Saarland,Gym,"7,8",2018,"Ethik, Philo",26758,0
26759,sachadäquater Termini die Frage der Anthropologie darstellen. Analysieren Die Schülerinnen und Schüler können die erkenntnistheoretische Problematik des naiven Wirklichkeitsbegriffs analysieren die Termini Subjekt und Objekt als Konstituenten erkenntnistheoretischer Reflexion anwenden moralische Fragen Kriterien geleitet Selbst- versus Fremdbestimmung / frei versus determiniert reflektieren den notwendigen Zusammenhang von Freiheit und ethischer Reflexion darstellen Voraussetzungen für das Funktionieren von Gemeinschaft bestimmen die Begriffsinhalte von,Moral,moralische,Bremen,Gym,5-9,2017,"Ethik, Philo",26759,0
26760,in die eigene Sprachverwendung einbeziehen einen reflektierten Wirklichkeitsbegriff auf die eigene Lebenswirklichkeit beziehen den Geltungsbereich sprachlicher Konventionen beurteilen die Notwendigkeit von sozialen Regelsystemen kritisch bewerten das eigene Handeln exemplarisch auf moralische Implikationen hin befragen das Verhältnis von individuellem Glück und dem Glück der Gemeinschaft kritisch reflektieren sich selbst in Beziehung zu ausgewählten Dimensionen des Mensch-Seins setzen. Anforderungen am Ende der Jahrgangsstufe,Moral,moralische,Bremen,Gym,5-9,2017,"Ethik, Philo",26760,5
26761,Konstruktion verstehen. Kommunizieren Die Schülerinnen und Schüler können einen unreflektierten Wirklichkeitsbegriff hinterfragen sich gemeinsam über Sprachspiele verständigen die subjektive Perspektive argumentativ darlegen und als eine unter anderen Perspektiven einordnen eigene moralische Standpunkte argumentativ mit denen anderer abgleichen die Wirksamkeit unterschiedlicher Regelsysteme abwägen eigene Vorstellungen von gesellschaftlichem Glück argumentativ vertreten sich über die verschiedenen Dimensionen des Mensch-Seins verständigen. Urteilen Die Schülerinnen und,Moral,moralische,Bremen,Gym,5-9,2017,"Ethik, Philo",26761,0
26762,"Handlungsmuster in Beziehung zu Handlungsgrundsätzen und Wertvorstellungen setzen Werte, Werte und Normen, die Relevanz sozialer Kontexte für Handlungen analysieren Moralische Werte und Normen, Argumente und Gegenargumente selbst sinnvoll aufeinander beziehen Moralische Werte und Normen, eigene Urteile gegenüber anderen mit Bezug auf Wertvorstellungen begründen Moralische Werte und Normen, Begriffe über Funktionen des zu Bestimmenden definieren Moralische Werte und Normen. inhaltsbezogene Kompetenzen methodisch-didaktische",Moral,moralische,Saarland,Gym,"7,8",2018,"Ethik, Philo",26762,0
26763,"und Umweltschutzes, die Relevanz sozialer Kontexte für Handlungen analysieren Ethik des Natur- und Umweltschutzes. inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Ethik, Mensch und Tier Die Schülerinnen und Schüler erläutern ausgehend von einer moral- ethisch relevanten Situation die Funktion von Ethik, erläutern, aus welchen Gründen der Mensch Hauptgegenstand der Ethik als Moraltheorie ist, hinterfragen im Vergleich mit exemplarischen Tieren den Menschen als alleinigen Rechteinhaber",Moral,Moral,Saarland,Gym,9,2018,"Ethik, Philo",26763,9
26764,"verhalten, deren Prämissen den eigenen Menschbildannahmen widersprechen. Urteilen Die Schülerinnen und Schüler können den naiven Realismus als erkenntnistheoretisch unangemessen bewerten und die eigenen erkenntnistheoretischen Überlegungen auf dieser Einsicht aufbauen eigene moralische Standpunkte unter Anwendung ethischer Kriterien begründen sich zu den Anforderungen der Gemeinschaft begründet positionieren exemplarisch begründet Stellung zu einem philosophischen Menschenbild beziehen. Leistungsbeurteilung Die Dokumentation und Beurteilung der individuellen Entwicklung",Moral,moralische,Bremen,Gym,5-9,2017,"Ethik, Philo",26764,0
26765,"ihrem Leben orientieren und selbstbestimmt und verantwortungsvoll handeln können. Somit trägt der Ethikunterricht dazu bei, dass die Schülerinnen und Schüler sich in Konfliktsituationen mit den Beteiligten über den Sinn und moralischen Wert von Verhaltensweisen und unterschiedlichen Normen verständigen, also Menschen in ihrer Diversität akzeptieren und deren Würde anerkennen. Unterschiede zwischen Menschen in ihrem sozialen Stand, ihrer Lern- und Leistungsfähigkeit oder in",Moral,moralischen,Berlin,,7-10,2015,"Ethik, Philo",26765,-1
26766,Universalismus versus ethischer Relativismus Aggressionstheorien Inhalte Vertiefungsmöglichkeiten/mögliche Konkretisierungen Individuelle Perspektive Gesellschaftliche Perspektive Ideengeschichtliche Perspektive Moralische Kriterien Will ich überhaupt moralisch sein Warum soll ich moralisch sein Welche Kriterien liegen meinen moralischen Urteilen zugrunde Was ist wichtiger: das Motiv oder die Folgen meiner Handlung Wie treffe ich Entscheidungen in moralisch relevanten Handlungssituationen Wie rechtfertige ich anderen gegenüber moralisch relevante Handlungen Welche moralisch,Moral,moralischen,Berlin,,7-10,2015,"Ethik, Philo",26766,0
26767,"müssen wir uns gesellschaftlich rechtfertigen Begründung der Menschenwürde Goldene Regel Ethik verschiedener Religionen und Weltanschauungen Prinzipien deontologischer, teleologischer und eudämonistischer Ethik, Mitleids- und Tugendethik philosophische, religiöse und weltanschauliche Deutungen Grundwissen moralischen Argumentierens Praktischer Syllogismus, Sein-SollensProblem Gewissen und Moral Was bedeutet es, wenn ich ein schlechtes Gewissen habe Woher stammt mein schlechtes Gewissen Was heißt es für mich, ein gutes oder ein",Moral,moralischen,Berlin,,7-10,2015,"Ethik, Philo",26767,-1
26768,"Untersuchen und Zergliedern den Unterschied und den Zusammenhang von moralischer und rechtlicher Verantwortung klären und an Beispielen deutlich machen Denken in Gegensätzen mögliche Konflikte zwischen zunehmendem Freiheitsbedürfnis, steigender Eigenverantwortlichkeit und moralischen Maßstäben erkennen und bewerten Kreatives Denken Ideen und Hypothesen zum verantwortlichen Zusammenleben von Menschen unterschiedlicher Gesellschaftsgruppen und Kulturen entwickeln Grundlegende Wissensbestände Grundsätze gegenseitiger Achtung Umgangsformen, Kommunikationsregeln, Toleranz und Respekt moralische",Moral,moralischen,Sachsen-Anhalt,,,2019,"Ethik, Philo",26768,0
26769,"um Werte im gemeinschaftlichen Miteinander zu verwirklichen, nennen Normen, die in einem bestimmten Bereich gelten, mögliche Bereiche: z. B. Klassenzimmer, Fußballfeld, Peer-Group, Familie mögliche Klassifizierungen: soziale Normen: Spielregeln, Gesetze, Gebote, moralische Normen, Benimmregeln; technische Normen: DIN, technische Anweisung; Verkehrsregeln; Klugheitsregeln; ästhetische Normen Sollen: Moralisches Handeln Werte und Normen Ethik / Was ist wichtig und sollte sein - Werte und Normen inhaltsbezogene",Moral,moralische,Saarland,Gym,"7,8",2018,"Ethik, Philo",26769,0
26770,"und der Verantwortung für sein Handeln Provokation: z. B. Dein Hund darf kein Fleisch mehr essen, deine Katze keine Vögel mehr töten. Vgl. mit einer Familie: Wer ist Hauptträger der Moral etc.; Diskussion der Tragweite dieses Vergleichs Provokation: Gegenüber Tieren gibt es keine Unmoral. Sein: Die Welt Natur Ethik Ethik des Natur- und Umweltschutzes inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Ethik des Natur-",Moral,Moral,Saarland,Gym,9,2018,"Ethik, Philo",26770,7
26771,"Relevanz sozialer Kontexte für Handlungen analysieren Moralische Werte und Normen, Argumente und Gegenargumente selbst sinnvoll aufeinander beziehen Moralische Werte und Normen, eigene Urteile gegenüber anderen mit Bezug auf Wertvorstellungen begründen Moralische Werte und Normen, Begriffe über Funktionen des zu Bestimmenden definieren Moralische Werte und Normen. inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Werte Die Schülerinnen und Schüler nennen Tätigkeiten eines Tages, die für sie",Moral,moralische,Saarland,Gym,"7,8",2018,"Ethik, Philo",26771,0
26772,"Funktion von Ethik, erläutern, aus welchen Gründen der Mensch Hauptgegenstand der Ethik als Moraltheorie ist, hinterfragen im Vergleich mit exemplarischen Tieren den Menschen als alleinigen Rechteinhaber in der Sphäre der Moral. ethisch relevante Situationen: z. B. moralische Dilemmata Funktion etwa: Nachdenken über Werte und Normen, um ein friedliches Miteinander der Menschen zu sichern z. B: Freiheit des Menschen als Grundlage einer",Moral,Moral,Saarland,Gym,9,2018,"Ethik, Philo",26772,9
26773,"Situationen: z. B. moralische Dilemmata Funktion etwa: Nachdenken über Werte und Normen, um ein friedliches Miteinander der Menschen zu sichern z. B: Freiheit des Menschen als Grundlage einer bewussten Übernahme moralischer Pflichten und der Verantwortung für sein Handeln Provokation: z. B. Dein Hund darf kein Fleisch mehr essen, deine Katze keine Vögel mehr töten. Vgl. mit einer Familie: Wer ist Hauptträger",Moral,moralischer,Saarland,Gym,9,2018,"Ethik, Philo",26773,0
26774,"und Gegenargumente selbst sinnvoll aufeinander beziehen Moralische Werte und Normen, eigene Urteile gegenüber anderen mit Bezug auf Wertvorstellungen begründen Moralische Werte und Normen, Begriffe über Funktionen des zu Bestimmenden definieren Moralische Werte und Normen. inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise Werte Die Schülerinnen und Schüler nennen Tätigkeiten eines Tages, die für sie besonders bedeutsam bzw. wichtig sind, beschreiben die dahinterliegenden Werte, entwerfen eine",Moral,moralische,Saarland,Gym,"7,8",2018,"Ethik, Philo",26774,-1
26775,"Auseinandersetzung mit Wirklichkeit und Wahrheitsansprüchen, Entwicklung ethischer Urteilsfähigkeit sowie Werteorientierung in lebensanschaulichen und religiösen Diskursen und lauten: - Fragen nach dem Ich, - Fragen nach der Zukunft, - Fragen nach Moral und Ethik, - Fragen nach der Wirklichkeit, - Fragen nach Orientierungsmöglichkeiten. Die inhaltsbezogenen Kompetenzbereiche sind im Unterrichtskontext systematisch und kumulativ zu festigen. Dies geschieht dadurch, dass den Schuljahrgängen und Kompetenzbereichen",Moral,Moral,Niedersachsen,Realschule,,2018,"Ethik, Philo",26775,-1
26776,Ich und seine sozialen Rollen Entwicklung und Gestaltung von Identität Schuljahrgang Fragen nach der Zukunft Glück und Lebensgestaltung Konstruktiver Umgang mit Krisen Verantwortung für Natur und Umwelt Schuljahrgang Fragen nach Moral und Ethik Regeln für das Zusammenleben Liebe und Sexualität Ethische Grundlagen für Konfliktlösungen Schuljahrgang Fragen nach der Wirklichkeit Leben in Vielfalt Menschenrechte und Menschenwürde Wahrheit und Wirklichkeit Schuljahrgang Fragen nach,Moral,Moral,Niedersachsen,Realschule,,2018,"Ethik, Philo",26776,-1
26777,als tragende Prinzipien der Gemeinschaft verstehen das eigene Selbstverständnis als Problem der Anthropologie interpretieren. Kommunizieren Die Schülerinnen und Schüler können das eigene vorreflexive Wirklichkeitsverständnis problematisieren die Implikationen und Konsequenzen eigener moralischer Wertungen problematisieren sich gegenüber fremden moralischen Wertungen argumentativ verhalten eigene Ansprüche auf Selbstentfaltung ins Verhältnis setzen zu den Anforderungen der Gemeinschaft sich gegenüber fremden Vorstellungen von gemeinschaftlichem Leben argumentativ verhalten,Moral,moralischer,Bremen,Gym,5-9,2017,"Ethik, Philo",26777,0
26778,"das eigene Selbstverständnis als Problem der Anthropologie interpretieren. Kommunizieren Die Schülerinnen und Schüler können das eigene vorreflexive Wirklichkeitsverständnis problematisieren die Implikationen und Konsequenzen eigener moralischer Wertungen problematisieren sich gegenüber fremden moralischen Wertungen argumentativ verhalten eigene Ansprüche auf Selbstentfaltung ins Verhältnis setzen zu den Anforderungen der Gemeinschaft sich gegenüber fremden Vorstellungen von gemeinschaftlichem Leben argumentativ verhalten sich argumentativ Vorstellungen gegenüber verhalten, deren",Moral,moralischen,Bremen,Gym,5-9,2017,"Ethik, Philo",26778,0
26779,"tun, um ein gelingendes Leben zu führen Die erste Perspektive ist dabei diejenige, mit der sich dieses Themenfeld vor allem auseinandersetzt. Dabei ist einerseits zu klären, welche Kriterien es für moralisches Handeln gibt und wie diese zu beurteilen sind. Zudem machen sich die Schülerinnen und Schüler ihre eigenen Werte und Normen bewusst, hinterfragen diese und beurteilen sie kritisch auf der Grundlage",Moral,moralisches,Berlin,,7-10,2015,"Ethik, Philo",26779,0
26780,"Die Stimme des Gewissens ist eine Instanz, die gerade in der Zeit, in der der jugendliche Mensch nach mehr Autonomie strebt, eine wichtige Rolle übernehmen kann, da sie als innerer moralischer Kompass dient. Allerdings ist gerade dieses Gewissen immer auch etwas Gewordenes und bedarf, wenn es Teil der Autonomie des Menschen sein soll, der beständigen Reflexion bzw. Korrektur durch das selbst",Moral,moralischer,Saarland,Gym,9,2018,"Ethik, Philo",26780,-1
26781,"- untersuchen einen normativen Text auf explizite und implizite Prämissen, - erläutern Fremdperspektiven und untersuchen Gedankenexperimente, - untersuchen verschiedene ethische Positionen und erfassen deren Tragweite, - erläutern unterschiedliche Lösungswege für moralische Problemstellungen. Diskutieren und Urteilen Für die Persönlichkeitsentwicklung ist es besonders förderlich, eigene Positionen im Rahmen eines rationalen, von Offenheit und Fairness geprägten Diskurses zu präsentieren, zu legitimieren und ggf. zu",Moral,moralische,Niedersachsen,Gesamtschule,,2017,"Ethik, Philo",26781,0
26782,"zur Clique stehen mögliches Ordnungs- und Abgrenzungskriterium: Relevanz für ein friedliches, respektvolles Miteinander Beurteilen von problematischen Verwendungen des Begriffs Moral, z. B. in der Aussage Die Spieler haben eine große Moral gezeigt Diskussionsbeispiele: Lüge, Wechselgeldfehler Handeln Veranstalten von Wertetagen, -wochen: tägliches Fokussieren eines Wertes wie z. B. Hilfsbereitschaft Hinweis s. Thema Wert und Moralvorstellungen im Christentum, Islam und Judentum Sollen: Vorstellungen",Moral,Moral,Saarland,Gym,"7,8",2018,"Ethik, Philo",26782,0
26783,"Positionen der Ethik verwenden utilitaristische oder deontologische Elemente und Ansätze zur Begründung moralphilosophischer Modelle. Die Leitfrage dieses Themenbereichs lautet: Wie müssen wir uns auf die Welt und auf uns als moralische Subjekte beziehen, damit wir uns selber als vernünftige und verantwortliche Personen verstehen können Q Themenbereich Rechts- und Staatsphilosophie - Das sich in die Zukunft hinein entwerfende Subjekt in seinem Verhältnis",Moral,moralische,Bremen,Gym,Sek2,2009,"Ethik, Philo",26783,0
26784,"der Menschenwürde entfalten; zu der utilitaristischen Grundlegung in aktuellen philosophischen wie gesellschaftspolitischen Debatten in einem Streitgespräch Stellung nehmen; aktuelle philosophische wie gesellschaftspolitische Debatten moralisch beurteilen; im öffentlichen wie privaten Raum moralische Konfliktsituationen darstellen und beurteilen. Themenbereich Rechts- und Staatsphilosophie: Die Schülerinnen und Schüler können verschiedene Modelle der Rechts- und Staatsphilosophie erläutern; darlegen, dass den rechts- und staatsphilosophischen Entwürfen ein bestimmtes Menschenbild",Moral,moralische,Bremen,Gym,Sek2,2009,"Ethik, Philo",26784,-1
26785,"das menschliche Zusammenleben darstellen Grundlegende Wissensbestände grundlegende philosophische Aussagen zum Glück z. B. Glück als erfüllter Augenblick, Glück als selbstbestimmtes Leben, Glück als Wunscherfüllung Grundgedanken zum Verhältnis von Glück und Moral z. B. Eudämonismus, Hedonismus, Utilitarismus, Pflichtethik Kompetenzschwerpunkt Freiheit: Freiheit als Grundlage und Erfordernis der Menschenwürde Freiheit als Grundlage und Erfordernis der Menschenwürde verteidigen Differenzierendes Wahrnehmen Strukturen der Fremdbestimmung und Unfreiheit",Moral,Moral,Sachsen-Anhalt,,,2019,"Ethik, Philo",26785,3
26786,"Sport oder Mode, auf ihre Rolle als Ersatzreligionen untersuchen Untersuchen und Zergliedern an exemplarischen Themen die ethischen Vorstellungen der Religionen erklären Denken in Gegensätzen die Bedeutung der Religion für die Moral diskutieren Kreatives Denken Heilsversprechen verschiedener Anbieter auf dem religiösen Markt aufgreifen und in kritischer Absicht mit eigenen Vorstellungen von einem erfüllten Leben konfrontieren Grundlegende Wissensbestände Funktionen der Religion Glaube und",Moral,Moral,Sachsen-Anhalt,,,2019,"Ethik, Philo",26786,0
26787,"Kap. . sind Kristallisationspunkte der ethischen Reflexion wesentlicher Lebensbereiche der Schülerinnen und Schüler. Die im Ethikunterricht erworbene Urteils- und Handlungskompetenz erstreckt sich insofern nicht bloß auf ethisches Sozialwissen z. B. moralische Regeln des Zusammenlebens, sondern auch auf Naturwissen z. B. der Mensch als Verstandes- und Gefühlswesen und Kulturwissen z. B. die Menschenrechte als Errungenschaft der Aufklärung. Eine inhaltliche Verbindung der Kompetenzschwerpunkte",Moral,moralische,Sachsen-Anhalt,,,2019,"Ethik, Philo",26787,0
26788,"moralischen Maßstäben erkennen und bewerten Kreatives Denken Ideen und Hypothesen zum verantwortlichen Zusammenleben von Menschen unterschiedlicher Gesellschaftsgruppen und Kulturen entwickeln Grundlegende Wissensbestände Grundsätze gegenseitiger Achtung Umgangsformen, Kommunikationsregeln, Toleranz und Respekt moralische und rechtliche Verantwortung Egoismus und Altruismus als Antriebe des Handelns Bezüge zu fächerübergreifenden Themen Wir leben mit Menschen anderer Kulturen zusammen Mitbestimmen, Mitgestalten - Demokratie leben Kompetenzschwerpunkt Gerechtigkeit: Verschiedene Begriffe",Moral,moralische,Sachsen-Anhalt,,,2019,"Ethik, Philo",26788,0
