term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
norm,1229,0.0056,0.0114,0.0284,0.0137,0.0198,0.0241,0.0286
handeln,413,0.0045,0.0004,0.0018,0.0089,0.0085,0.01,0.0089
gesellschaftlich,405,0.0,0.0,0.0137,0.0105,0.0026,0.0149,0.0
reflektieren,390,0.0002,0.0,0.0079,0.0073,0.0,0.0202,0.004
mensch,374,0.0081,0.0,0.0049,0.0068,0.0,0.018,0.0004
ethisch,366,0.0021,0.0023,0.0076,0.0062,0.0022,0.0042,0.0114
leben,336,0.0108,0.0013,0.0105,0.0013,0.0109,0.007,0.0
moralisch,331,0.0017,0.0,0.001,0.0035,0.006,0.0037,0.0173
verschieden,304,0.0,0.0029,0.0012,0.013,0.0132,0.0,0.002
beschreiben,297,0.0007,0.0088,0.0,0.0102,0.0104,0.0001,0.0046
ethik,295,0.0077,0.0,0.0019,0.001,0.0092,0.0077,0.0066
fach,284,0.0012,0.0022,0.0165,0.0001,0.005,0.0068,0.0
unterschiedlich,281,0.0045,0.0008,0.0042,0.0118,0.0063,0.0001,0.0009
kompetenz,272,0.0039,0.0,0.0085,0.0006,0.0119,0.0029,0.006
bedeutung,272,0.0,0.0022,0.0,0.0091,0.0033,0.0118,0.0013
beurteilen,272,0.0003,0.0,0.0008,0.0107,0.0003,0.0,0.012
gesellschaft,272,0.0157,0.0,0.0101,0.0034,0.0022,0.0003,0.0001
politisch,256,0.0078,0.0,0.0,0.0174,0.0,0.0002,0.0
entscheidung,254,0.0,0.0,0.0086,0.0001,0.0,0.0062,0.0132
sozial,249,0.0033,0.0,0.0071,0.0108,0.0,0.0,0.0018
beitrag,238,0.0,0.0009,0.0,0.0018,0.0,0.0232,0.0
grundlage,237,0.0017,0.0022,0.0105,0.0025,0.0,0.0088,0.0008
bezug,232,0.0072,0.0058,0.0059,0.0011,0.0,0.0036,0.0045
gerechtigkeit,230,0.001,0.0,0.0007,0.0059,0.0158,0.0043,0.0004
welt,229,0.0126,0.0,0.0,0.0027,0.0,0.0093,0.0006
unterricht,226,0.0007,0.0012,0.0146,0.0007,0.0045,0.0038,0.0
entwicklung,218,0.0,0.0005,0.0002,0.0039,0.0034,0.0172,0.0
werten,215,0.0,0.0044,0.0,0.0045,0.0,0.0,0.0146
diskutieren,211,0.0008,0.003,0.0,0.0056,0.0068,0.0049,0.0024
erkennen,209,0.0,0.0,0.006,0.0089,0.0,0.0034,0.0001
erläutern,208,0.0,0.0099,0.0,0.0077,0.005,0.0,0.0009
frage,202,0.0,0.002,0.0003,0.0045,0.0032,0.0106,0.001
analysieren,201,0.0003,0.0,0.0,0.0049,0.0063,0.0004,0.01
regel,190,0.0027,0.0,0.0,0.0049,0.0044,0.0,0.0069
demokratisch,183,0.0064,0.0,0.0133,0.0007,0.0029,0.0004,0.0
umgang,177,0.0,0.0,0.003,0.0038,0.0068,0.0067,0.0
zusammenhang,170,0.0,0.0,0.0014,0.0115,0.0,0.0,0.0
biologisch,168,0.0,0.0165,0.0034,0.0017,0.0001,0.0,0.0018
relevant,167,0.0,0.0,0.0072,0.0018,0.0014,0.0009,0.0061
aspekt,167,0.0,0.0,0.0081,0.0041,0.0054,0.0006,0.0
leitperspektive,167,0.0,0.0,0.0,0.0005,0.0,0.0181,0.0
aussage,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0175
wertvorstellung,163,0.0055,0.0,0.0092,0.0018,0.0,0.0,0.0
verantwortung,163,0.0005,0.0,0.0007,0.0005,0.0138,0.007,0.0003
historisch,162,0.0,0.0,0.0032,0.0091,0.0014,0.0,0.0
argument,159,0.0,0.0031,0.0029,0.0,0.0004,0.0,0.0117
experiment,159,0.0003,0.0148,0.0,0.0,0.0,0.0,0.0076
information,158,0.0,0.0,0.0,0.0112,0.0013,0.0,0.0
thema,153,0.0096,0.0,0.0017,0.0017,0.0,0.0025,0.0026
bne,152,0.0,0.0,0.0,0.0,0.0027,0.0162,0.0
begründen,146,0.0,0.0,0.0039,0.0025,0.0012,0.0,0.0071
beispiel,146,0.0032,0.0023,0.0,0.0063,0.0031,0.0,0.0
urteil,146,0.0038,0.0,0.0017,0.0024,0.0,0.0,0.0075
persönlich,145,0.0,0.0,0.009,0.0005,0.0,0.0058,0.0001
geschichte,142,0.0117,0.0,0.0027,0.0022,0.0,0.0,0.0
sinn,141,0.0,0.0007,0.0053,0.0015,0.0,0.0073,0.0
datum,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0152
toleranz,138,0.0021,0.0,0.0,0.0024,0.0,0.0085,0.0009
nachhaltig,135,0.0,0.0,0.0,0.0018,0.0,0.0128,0.0
bildung,133,0.0045,0.0,0.0011,0.0,0.0,0.0108,0.0
sachverhalt,131,0.0004,0.0074,0.0011,0.0011,0.0,0.0,0.0063
medium,123,0.0006,0.0,0.0,0.0076,0.0009,0.001,0.0
kriterium,121,0.0004,0.0,0.0013,0.0029,0.0078,0.0,0.0037
konflikt,120,0.0066,0.0,0.002,0.0027,0.0032,0.0,0.0002
bewerten,119,0.0,0.0,0.0,0.0058,0.0066,0.0,0.0
normativ,119,0.0,0.0176,0.0,0.0,0.0028,0.0,0.0
quelle,118,0.0003,0.002,0.0,0.0076,0.0,0.0,0.0
form,117,0.0001,0.0,0.0,0.0037,0.0084,0.0011,0.0007
sachverhalte,115,0.0,0.0162,0.0,0.0013,0.0,0.0,0.0004
verstehen,113,0.0002,0.0,0.0121,0.0,0.0,0.0,0.0
kultur,113,0.014,0.0012,0.0,0.0,0.0,0.0008,0.0
stellen,111,0.0,0.0081,0.0011,0.0029,0.0,0.0017,0.0
identifizieren,110,0.0,0.0089,0.0034,0.0006,0.0016,0.0001,0.0008
führen,109,0.0,0.0043,0.0023,0.0,0.0,0.0,0.0069
struktur,109,0.0029,0.0078,0.0,0.0005,0.0,0.0,0.004
demokratie,105,0.0162,0.0,0.0,0.0,0.0,0.0,0.0
rolle,103,0.0064,0.0,0.0013,0.0031,0.0,0.0,0.0001
interesse,97,0.0041,0.0,0.0,0.0014,0.0091,0.0,0.0
ergebnis,95,0.0,0.0049,0.0,0.0,0.0127,0.0,0.0
vergleich,88,0.0,0.0,0.0007,0.0,0.0,0.0,0.0088
funktion,87,0.0,0.0,0.0,0.0003,0.0033,0.0,0.0066
deutsch,84,0.0117,0.0,0.0,0.0,0.0,0.0,0.0
religionsunterricht,83,0.0116,0.0,0.0,0.0,0.0,0.0,0.0
verhalten,83,0.0,0.0085,0.0004,0.0018,0.0,0.0,0.0005
entscheidungssituation,82,0.0,0.0,0.0,0.0,0.0014,0.0081,0.0009
umwelt,76,0.0,0.0,0.0,0.0,0.0,0.0088,0.0
jugendliche,74,0.0067,0.0,0.0,0.0,0.0,0.0,0.0026
handlungsoption,74,0.0,0.0,0.0068,0.0,0.0,0.0,0.0012
fachlich,72,0.0004,0.0,0.0,0.0,0.0011,0.0001,0.0068
selbstbestimmung,71,0.0006,0.0,0.0,0.0,0.0101,0.0007,0.0
deutschland,68,0.0105,0.0,0.0,0.0,0.0,0.0,0.0
deskriptiv,67,0.0,0.0093,0.0,0.0,0.0018,0.0,0.0003
freundschaft,65,0.0009,0.0,0.0,0.0,0.0095,0.0,0.0
bewertungsrelevant,60,0.0,0.0079,0.0015,0.0,0.0,0.0,0.0
europäisch,59,0.0,0.0,0.0072,0.0,0.0,0.0004,0.0
moralvorstellung,57,0.0064,0.0,0.0,0.0,0.0,0.0,0.0006
abhängigkeit,53,0.0003,0.0065,0.0,0.0,0.0,0.0007,0.0007
tier,53,0.0,0.0,0.0002,0.0,0.0069,0.0,0.0011
englisch,49,0.0068,0.0,0.0,0.0,0.0,0.0,0.0
phwert,46,0.0,0.008,0.0,0.0,0.0,0.0,0.0
enzymaktivität,41,0.0,0.0071,0.0,0.0,0.0,0.0,0.0
temperatur,38,0.0,0.0066,0.0,0.0,0.0,0.0,0.0
kompetenzbereich,36,0.0,0.0,0.0,0.0,0.0074,0.0,0.0
adaptiv,35,0.0,0.0061,0.0,0.0,0.0,0.0,0.0
evolution,35,0.0,0.0061,0.0,0.0,0.0,0.0,0.0
