rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,frage,50,32.58297405751356,0.022201734564459476
2,vorstellung,27,27.225964835183053,0.01855151845454862
3,wert,37,25.69766540941532,0.017510149482949582
4,inhalt,21,22.26021155576355,0.015167900494209519
5,wahrnehmung,40,19.99361260350695,0.013623461112670657
6,leben,55,19.67483389457801,0.013406248274212489
7,insbesondere,20,19.502961754358324,0.013289136201218552
8,lernen,19,19.20347252722251,0.013085067035707517
9,bedürfnis,87,18.66080691903275,0.012715299752677328
10,religion,20,18.4974532005884,0.012603992052814901
11,handlung,31,17.60459797385937,0.011995608830542499
12,moralisch,43,16.4263745021114,0.011192778348242427
13,sinn,17,15.511674576497974,0.010569510351933872
14,verschieden,54,15.22011228703586,0.0103708425278053
15,entwickeln,37,15.097981602228748,0.010287623818504024
16,verstehen,17,14.638030731041498,0.009974217585642467
17,familie,20,13.456562600139135,0.009169176222863196
18,geschichte,16,13.206782005827028,0.008998978056038963
19,medial,14,13.038735294782938,0.008884472594798817
20,deutsch,12,12.455868815955844,0.008487312813540109
