topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.2238,148,33.0433
2,7,0.1723,105,16.0662
3,6,0.1695,107,21.4521
4,2,0.1581,77,21.6792
5,3,0.1113,56,26.9884
6,4,0.0858,42,26.3555
7,5,0.0793,34,27.3532
