rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,3059,568.6595179932608,0.04488665313422099
2,republik,379,346.6407246920086,0.02736178939966248
3,weimarer,337,312.29694877514896,0.024650892794362438
4,deutschland,814,256.15750721732945,0.020219573946051915
5,deutsch,338,222.251908915656,0.017543264516384573
6,weltkrieg,183,171.71689739188,0.013554326563835477
7,diktatur,277,170.41985901245857,0.013451945947672905
8,nationalsozialismus,172,152.36277220929378,0.012026625230614613
9,demokratisch,2269,132.52114503293566,0.010460443344084976
10,scheitern,131,120.77809399918957,0.009533515645153076
11,europa,313,119.67857050068405,0.009446725697339476
12,revolution,225,117.05761801262638,0.009239843052294023
13,ddr,113,104.21648080521626,0.008226238859556695
14,europäisch,313,94.82875961916328,0.0074852271095271605
15,historisch,288,91.69754390140947,0.007238067272464692
16,krieg,116,89.37683382031298,0.007054884005256101
17,nationalsozialistisch,91,84.50622712248246,0.006670426827487869
18,staat,239,84.4681547528092,0.006667421617520485
19,geschichte,290,81.11223417920411,0.006402524894671307
20,folge,128,71.03079772975097,0.005606755323103777
