rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,3059,325.96486344867225,0.03355884039850496
2,demokratisch,2269,239.27830147435543,0.02463425734003281
3,politisch,2139,141.84913230543359,0.014603697899648114
4,europäisch,313,133.96317952259167,0.013791820729729738
5,wahl,220,127.60847728693915,0.013137589363041758
6,jugendliche,176,122.44318734730483,0.01260581075702189
7,bundesrepublik,389,117.47727344020987,0.012094558377002233
8,institution,122,108.67052373358388,0.01118788302338462
9,interesse,308,90.08453894183906,0.009274412685887896
10,schwerpunkt,123,89.6279459002535,0.00922740537090454
11,partizipation,287,85.45414101145579,0.008797702455578768
12,prinzip,177,84.66883596961272,0.00871685347607671
13,idee,96,78.41558709425296,0.00807306696865956
14,form,335,75.929325281059,0.00781710053566697
15,politik,451,75.14011241984866,0.007735849237077311
16,deutschland,814,73.43687761436085,0.007560497254677084
17,grundlage,352,66.80090423813115,0.0068773083702509345
18,entscheidungsprozeß,62,64.53851727924861,0.0066443903739075855
19,themenfeld,67,63.78715964472909,0.006567036358900353
20,repräsentativ,148,62.153396301198185,0.006398836624995246
