rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,2139,820.9934344841757,0.03553323981186817
2,demokratie,3059,790.0363541006293,0.03419339309088317
3,demokratisch,2269,473.2425229478259,0.020482307593170823
4,medium,344,307.050912427549,0.01328940433317354
5,bedeutung,412,295.64393110055005,0.012795701233980768
6,deutschland,814,256.2729379487361,0.01109169376871548
7,gesellschaft,803,246.3138394308742,0.010660656173186414
8,system,352,241.30509579178616,0.010443873819749318
9,beurteilen,322,222.20179917589536,0.00961706815804974
10,möglichkeit,373,215.0325199960376,0.009306776131736307
11,aktuell,218,200.74162670194409,0.008688255060536887
12,bundesrepublik,389,197.8028376811947,0.008561061966603825
13,sozial,549,180.62794711746227,0.007817719231436728
14,herausforderung,290,171.84289840553245,0.007437495432404675
15,erkennen,310,169.4239251889687,0.007332800374207711
16,erläutern,255,169.3832465345373,0.0073310397701365675
17,partizipation,287,163.1384604163716,0.007060760528683164
18,chance,198,160.82368610754196,0.006960575280944036
19,partei,189,160.75809859523292,0.006957736601966043
20,form,335,158.9211102214346,0.0068782303042588
