term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
verschieden,35,0.0065,0.0153,0.0001,0.0004,0.0002,0.0021,0.0008,0.0028,0.0083,0.0103,0.0032,0.002
diskriminierung,34,0.0002,0.0017,0.0064,0.0004,0.0108,0.0021,0.0009,0.0012,0.0091,0.0117,0.0002,0.0001
leben,34,0.0077,0.0017,0.011,0.0003,0.0323,0.0021,0.0008,0.0001,0.0006,0.0001,0.0002,0.0001
zusammenhang,33,0.0004,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0002,0.0082,0.0001,0.0202,0.0079
wert,32,0.0002,0.0017,0.012,0.0004,0.0306,0.0021,0.0009,0.0001,0.0005,0.0001,0.0002,0.0001
zusammenleben,32,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0034,0.0318,0.005,0.0002,0.0017
handeln,31,0.0447,0.0017,0.0006,0.0004,0.0257,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
umgang,31,0.0002,0.0017,0.0068,0.0003,0.0093,0.0021,0.0008,0.0065,0.0001,0.0038,0.0007,0.0145
beziehen,30,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0187,0.0151,0.0001
gewalt,30,0.0002,0.0017,0.0095,0.0004,0.0002,0.0021,0.0009,0.0001,0.0173,0.0061,0.0002,0.0001
bne,29,0.0002,0.0017,0.0023,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0003,0.0191
gesellschaftlich,29,0.0002,0.0017,0.0047,0.0004,0.0002,0.0021,0.008,0.031,0.0001,0.0001,0.0002,0.0139
religion,29,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0258,0.0001,0.0294,0.0011,0.0002,0.0004
begründet,28,0.0111,0.0017,0.0013,0.0048,0.0052,0.0022,0.0009,0.0001,0.0056,0.0001,0.0151,0.0001
rolle,28,0.0002,0.0017,0.0108,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0132
typisch,28,0.0002,0.0017,0.0128,0.0004,0.0002,0.0021,0.0009,0.0254,0.0058,0.0001,0.0002,0.0014
begründen,26,0.0142,0.0017,0.0001,0.0004,0.0003,0.0021,0.0008,0.0001,0.0001,0.0064,0.0122,0.0013
ethik,26,0.0002,0.0289,0.0156,0.0003,0.0142,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
gegenwart,26,0.0002,0.0017,0.007,0.0003,0.0002,0.0021,0.0009,0.0037,0.0001,0.0036,0.0261,0.0001
herkunft,26,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0222,0.0002,0.0001
wertvorstellung,26,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0145,0.0001,0.0074,0.0056,0.0183,0.0001
einstellung,25,0.0019,0.0017,0.0023,0.0004,0.0002,0.0021,0.0009,0.0001,0.0021,0.0001,0.0275,0.0032
europa,25,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0181,0.0188,0.0001,0.0002,0.0076
identifizieren,25,0.0079,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0038,0.0001,0.0002,0.0115
sexualität,25,0.0002,0.0017,0.0268,0.0004,0.0002,0.0022,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
abbau,24,0.0002,0.0017,0.0077,0.0004,0.0002,0.0021,0.0008,0.0001,0.0084,0.0067,0.0002,0.0117
erfahrung,24,0.0031,0.0017,0.0023,0.0003,0.0002,0.0022,0.0008,0.0014,0.0001,0.0001,0.0002,0.0107
imperialismus,24,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0151
bedeutung,22,0.0069,0.0017,0.0001,0.0004,0.0002,0.0021,0.0077,0.0001,0.0001,0.0009,0.0002,0.0208
gefühl,22,0.0032,0.0017,0.0001,0.0562,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
respekt,22,0.0002,0.0017,0.0001,0.0016,0.0321,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
welt,22,0.053,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0002,0.0001,0.0001,0.0002,0.0017
hinterfragen,21,0.0002,0.0017,0.0001,0.0004,0.01,0.0021,0.0009,0.0001,0.0005,0.0001,0.0261,0.0001
intoleranz,21,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0016,0.0165,0.0002,0.0001
norm,21,0.0002,0.0017,0.0043,0.0003,0.0178,0.0021,0.0008,0.0001,0.0024,0.0001,0.0002,0.0019
denken,20,0.0002,0.0017,0.0023,0.0004,0.0002,0.0021,0.0008,0.0278,0.0001,0.0001,0.0002,0.0041
fremde,20,0.0011,0.0017,0.0001,0.0172,0.0002,0.0021,0.0009,0.0001,0.0051,0.0051,0.0039,0.0001
geschlechterrolle,20,0.0002,0.0017,0.0043,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0137,0.0002,0.0001
liebe,20,0.0002,0.0017,0.0214,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
politisch,20,0.0172,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0213,0.0001,0.0001,0.0002,0.0107
weltkrieg,20,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0263
ethnisch,18,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0155,0.0002,0.0001
frage,18,0.0003,0.0153,0.0002,0.0003,0.0052,0.0021,0.0152,0.0001,0.0136,0.0001,0.0002,0.0006
friedlich,18,0.0002,0.0017,0.0024,0.0004,0.0087,0.0022,0.0008,0.0002,0.0075,0.0001,0.0002,0.0013
gruppe,18,0.0068,0.0017,0.0223,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0021,0.0157
hinblick,18,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0386,0.0001,0.0001,0.0002,0.0032
inklusion,18,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0108
interesse,18,0.0013,0.0017,0.0001,0.0004,0.0002,0.0021,0.0285,0.0001,0.0001,0.0169,0.0002,0.0008
problem,18,0.0047,0.0017,0.0001,0.0003,0.0035,0.0021,0.0165,0.0001,0.0136,0.0001,0.0002,0.0001
solidarität,18,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0108
voraussetzung,18,0.0031,0.0017,0.0001,0.0004,0.0106,0.0022,0.0009,0.0001,0.0046,0.0035,0.0002,0.0001
bewusst,17,0.0034,0.0017,0.0073,0.0003,0.0079,0.0021,0.0256,0.0004,0.0024,0.0001,0.0002,0.0001
gesellschaft,17,0.0003,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0101,0.0137,0.0001,0.0002,0.0062
auseinandersetzung,16,0.0002,0.0289,0.0002,0.0004,0.0086,0.0021,0.0232,0.0071,0.0001,0.0001,0.0002,0.0036
aussehen,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0137,0.0002,0.0001
benenn,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0002,0.0137,0.0002,0.0001
eigenschaft,16,0.0002,0.0017,0.0054,0.0255,0.0002,0.0021,0.0008,0.0001,0.0021,0.0001,0.0002,0.0001
fremd,16,0.0138,0.0017,0.0001,0.0062,0.0002,0.0021,0.0008,0.0002,0.0001,0.001,0.0053,0.0001
kulturell,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0069,0.0126,0.0001,0.0002,0.0001
lebensalter,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0137,0.0002,0.0001
lernen,16,0.0017,0.0017,0.0001,0.0004,0.0002,0.0021,0.0191,0.0001,0.0001,0.0104,0.0002,0.0001
religionszugehörigkeit,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0137,0.0002,0.0001
unkenntnis,16,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0137,0.0002,0.0001
deutungsmuster,15,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.028,0.0001
moralisch,15,0.0002,0.0017,0.0001,0.0007,0.0187,0.0021,0.0145,0.0001,0.0004,0.0001,0.0002,0.0001
nennen,15,0.0002,0.0017,0.0001,0.0427,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
werteorientierung,15,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0119,0.0019,0.0002,0.0001
auswirkung,14,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0213,0.0001,0.0001,0.0001,0.0132,0.0026
grund,14,0.0083,0.0017,0.0001,0.0228,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
ideologisch,14,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0281,0.0001,0.0001,0.0002,0.0037
minderheit,14,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.014,0.0001,0.0076,0.0065
rollenspiel,14,0.0002,0.0017,0.0023,0.0254,0.0002,0.0021,0.0008,0.0001,0.003,0.0001,0.0002,0.0001
sucht,14,0.0387,0.0017,0.0054,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
veränderung,14,0.0002,0.0017,0.0056,0.0004,0.0002,0.0021,0.0008,0.019,0.0021,0.0001,0.0002,0.0031
wahrheit,14,0.0003,0.0017,0.0001,0.0003,0.0208,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
bürgerrecht,13,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0196,0.0001,0.0002,0.0002
fähigkeit,13,0.0002,0.0017,0.0001,0.0004,0.0177,0.0021,0.0102,0.0001,0.0001,0.0001,0.0002,0.0001
grundrecht,13,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0242
miteinander,13,0.0002,0.0017,0.0001,0.0003,0.0117,0.0022,0.0008,0.0001,0.0001,0.0001,0.0002,0.0032
perspektive,13,0.0178,0.0017,0.0011,0.0004,0.0002,0.0021,0.0008,0.0001,0.0067,0.0001,0.0002,0.0001
rassismus,13,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.026,0.0001,0.0001,0.0002,0.0027
selbstbestimmung,13,0.0002,0.0017,0.0139,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
sexuell,13,0.0002,0.0017,0.0181,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
theorie,13,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0235,0.0001,0.0001,0.0002,0.0027
wertmaßstäbe,13,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0243,0.0001
abbauen,12,0.0002,0.0017,0.0001,0.0186,0.0002,0.0021,0.0008,0.0001,0.0001,0.0047,0.0002,0.0001
entwickeln,12,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.003,0.0157,0.0001
ethisch,12,0.0002,0.0153,0.0023,0.0003,0.0002,0.0021,0.0399,0.0001,0.0001,0.0001,0.0061,0.0001
geschichtsunterricht,12,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0224,0.0001
haltungen,12,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0225,0.0001
jude,12,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0002,0.0146,0.0037,0.0002,0.0001
medial,12,0.0428,0.0017,0.0056,0.0003,0.0002,0.0021,0.0008,0.0033,0.0001,0.0008,0.0002,0.0005
negativ,12,0.0002,0.0017,0.0001,0.0277,0.0002,0.0021,0.0008,0.0017,0.0001,0.0001,0.0002,0.0001
bedürfnis,11,0.0153,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
bild,11,0.0357,0.0017,0.0001,0.0171,0.0002,0.0021,0.0008,0.0001,0.002,0.0001,0.0002,0.0002
führen,11,0.0042,0.0017,0.0001,0.0004,0.0076,0.0021,0.008,0.004,0.0001,0.0001,0.0002,0.0001
gegenseitig,11,0.0002,0.0017,0.0001,0.0257,0.0032,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
identität,11,0.0002,0.0153,0.0033,0.0004,0.0002,0.0021,0.0009,0.0001,0.0139,0.0001,0.0002,0.0001
konvention,11,0.0002,0.0017,0.0116,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
wirtschaftlich,11,0.0134,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0261,0.0001,0.0001,0.0002,0.0001
überprüfen,11,0.0005,0.0017,0.005,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0162,0.0031
bereich,10,0.0014,0.0017,0.0116,0.0004,0.0002,0.0021,0.0085,0.0001,0.0001,0.0001,0.0021,0.0001
ermitteln,10,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0318,0.0001,0.0001,0.0002,0.0001
gegenwärtig,10,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.001,0.0169,0.0001
kennenlernen,10,0.003,0.0017,0.0001,0.0228,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
kommunikation,10,0.0002,0.0017,0.0126,0.0003,0.0031,0.0021,0.0145,0.0001,0.0001,0.0001,0.0039,0.0001
nationalsozialismus,10,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.02
positiv,10,0.0002,0.0017,0.0001,0.0288,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
setzen,10,0.0002,0.0017,0.0127,0.0004,0.0002,0.0021,0.0008,0.0064,0.0001,0.0001,0.0002,0.0001
wirklichkeitsvorstellung,10,0.0002,0.0017,0.0001,0.0003,0.0151,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
wissenschaftlich,10,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0243,0.0001,0.0001,0.0002,0.0001
abhängigkeit,9,0.0388,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
demokratie,9,0.0015,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0211
einbringen,9,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0169,0.0001
ereignis,9,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0169,0.0001
erweitern,9,0.0002,0.0017,0.0001,0.0003,0.0138,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
früh,9,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0169,0.0001
individuell,9,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0123,0.0001,0.0002,0.0001
verantwortung,9,0.0002,0.0153,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0049,0.0026,0.0002,0.0001
analysekompetenz,8,0.0334,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0019
anspruch,8,0.0002,0.0017,0.0001,0.0004,0.0121,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
aufeinander,8,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0151,0.0001
auseinander,8,0.0002,0.0017,0.0127,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
ausländer,8,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0009,0.0001,0.0113,0.0001,0.0002,0.0001
beobachtungsprotokoll,8,0.0002,0.0017,0.0001,0.0228,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
biologismus,8,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0254,0.0001,0.0001,0.0002,0.0002
chauvinismen,8,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0254,0.0001,0.0001,0.0002,0.0002
ethnozentrismen,8,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0254,0.0001,0.0001,0.0002,0.0001
gefährlich,8,0.0002,0.0017,0.0001,0.0228,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
inhaltsbezogen,8,0.0002,0.0017,0.0009,0.0003,0.0104,0.0021,0.0008,0.0001,0.0006,0.0001,0.0002,0.0001
inwiefern,8,0.0002,0.0017,0.0001,0.0228,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
judentum,8,0.0003,0.0017,0.0001,0.0003,0.0118,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
lebenswirklichkeit,8,0.0024,0.0017,0.0001,0.0003,0.0002,0.0021,0.0149,0.0001,0.0001,0.0001,0.0081,0.0001
methodischdidaktisch,8,0.0002,0.0017,0.0009,0.0003,0.0104,0.0021,0.0008,0.0001,0.0006,0.0001,0.0002,0.0001
motiv,8,0.0002,0.0017,0.0002,0.0004,0.0002,0.0021,0.0216,0.0039,0.0001,0.0001,0.0056,0.0001
schreiben,8,0.0002,0.0017,0.0001,0.0228,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
urteilsmaßstäbe,8,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0001,0.0001,0.0001,0.0151,0.0001
versatzstück,8,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0254,0.0001,0.0001,0.0002,0.0002
versuch,8,0.0002,0.0017,0.0001,0.0339,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
beziehung,7,0.0002,0.0017,0.0001,0.023,0.0002,0.0021,0.0077,0.0001,0.0001,0.0001,0.0002,0.0013
erfahrungsbericht,7,0.0002,0.0017,0.0001,0.02,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
geschlecht,7,0.0002,0.0017,0.0116,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
konfrontation,7,0.0002,0.0017,0.0001,0.0004,0.0109,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
modell,7,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0222,0.0001,0.0001,0.0002,0.0001
wesen,7,0.0002,0.0017,0.0023,0.0003,0.0031,0.0021,0.0073,0.0001,0.0002,0.0001,0.0002,0.0013
überwinden,7,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0145,0.0001,0.0001,0.0043,0.0002,0.0001
arbeit,6,0.003,0.0153,0.0001,0.0005,0.0002,0.0021,0.0008,0.0001,0.0028,0.0001,0.0002,0.0001
darlegen,6,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0037
exemplarisch,6,0.0002,0.0017,0.0001,0.0004,0.0048,0.0021,0.0212,0.0001,0.0001,0.0001,0.0002,0.0001
handlungsweise,6,0.0002,0.0017,0.0001,0.0004,0.0002,0.0021,0.0145,0.0001,0.0001,0.0001,0.0002,0.0025
notwendigkeit,6,0.0002,0.0017,0.0001,0.0004,0.0091,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
ordnung,6,0.0002,0.0017,0.0001,0.0003,0.0002,0.0021,0.0009,0.0191,0.0001,0.0001,0.0002,0.0001
ziel,6,0.0002,0.0017,0.0023,0.0004,0.0002,0.0021,0.0008,0.0001,0.0001,0.0001,0.0039,0.0036
zumindest,6,0.0002,0.0017,0.0002,0.0005,0.0091,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
zusätzlich,6,0.0002,0.0153,0.0001,0.0004,0.0076,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
aspekt,5,0.0002,0.0153,0.0023,0.0003,0.0029,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
auffassung,5,0.0002,0.0017,0.0028,0.0004,0.004,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
begrifflich,5,0.0002,0.0153,0.0001,0.0032,0.0048,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
bruchstückhaft,5,0.0002,0.0017,0.0001,0.0003,0.0076,0.0021,0.0009,0.0001,0.0001,0.0001,0.0002,0.0001
eigenständig,5,0.0002,0.0017,0.0001,0.0004,0.0076,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
philosophisch,5,0.0002,0.0153,0.0023,0.0004,0.0017,0.0021,0.0008,0.0001,0.0001,0.0009,0.0002,0.0001
sprache,5,0.0016,0.0017,0.0001,0.0004,0.0002,0.0021,0.0008,0.0001,0.011,0.0001,0.0002,0.0001
staat,5,0.0129,0.0017,0.0001,0.0003,0.0002,0.0021,0.0008,0.0001,0.0001,0.0009,0.0002,0.0016
verzerrt,5,0.0002,0.0017,0.0001,0.0003,0.0076,0.0021,0.0008,0.0001,0.0001,0.0001,0.0002,0.0001
zugehörigkeit,5,0.0002,0.0017,0.0064,0.0003,0.0002,0.0021,0.0145,0.0007,0.0001,0.0001,0.0002,0.0001
