topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,164,0,0,0,0,164
2,70,2,0,0,0,72
3,106,13,1,0,2,122
4,69,0,16,1,3,89
5,141,0,9,1,3,154
6,154,7,0,3,1,165
7,222,0,2,1,0,225
