term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
kenntnis,51,0.0,0.0005,0.0019,0.0001,0.0,0.0096,0.001
gentechnisch,51,0.0,0.0001,0.0014,0.0001,0.0121,0.0,0.0
lernbereich,49,0.0,0.0123,0.0,0.0001,0.0,0.0062,0.0
phänotyp,49,0.0,0.0001,0.0,0.0001,0.0,0.013,0.0
erbgänge,49,0.0,0.0001,0.0,0.0001,0.001,0.0116,0.0
rezessiv,49,0.0,0.0256,0.0,0.0001,0.0,0.0,0.0
anregung,47,0.0,0.0001,0.0,0.0001,0.0116,0.0,0.0
wahlbereich,46,0.0,0.0182,0.0,0.0001,0.0,0.0028,0.0
mendelsch,46,0.0,0.0001,0.0,0.0001,0.0,0.0113,0.0
gentherapie,46,0.0001,0.0001,0.0145,0.0001,0.0,0.0,0.0
methode,41,0.0,0.0001,0.0,0.0001,0.0108,0.0,0.0
gesellschaftlich,40,0.001,0.0001,0.0093,0.0001,0.0021,0.0,0.0
gelelektrophorese,39,0.0011,0.0001,0.0086,0.0018,0.0007,0.0,0.0
enzyme,38,0.0019,0.0102,0.0,0.0001,0.0026,0.0,0.0
wert,37,0.0001,0.0001,0.0093,0.0001,0.0,0.0006,0.0007
tier,36,0.0,0.0111,0.0016,0.0001,0.0022,0.0,0.0
mutatio,35,0.0,0.0001,0.0,0.0088,0.0,0.0,0.0024
mutationen,35,0.0,0.0001,0.0,0.0127,0.0,0.0014,0.0
medium,34,0.0,0.0001,0.0,0.0001,0.0003,0.0086,0.0
dominant,34,0.0,0.0178,0.0,0.0001,0.0,0.0,0.0
chance,31,0.0,0.0001,0.0081,0.0001,0.0011,0.0,0.0
somatisch,29,0.0,0.0001,0.009,0.0001,0.0,0.0,0.0
chromosomenverteilung,25,0.0,0.0108,0.0,0.0001,0.001,0.0001,0.0
allele,23,0.0,0.0117,0.0,0.0001,0.0,0.0,0.0
historisch,22,0.0,0.0001,0.0,0.0093,0.0,0.0,0.0
chv,20,0.0,0.0001,0.0,0.0092,0.0,0.0,0.0
