topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,29,5,0,3,37
2,10,15,19,0,16,60
3,0,89,1,0,2,92
4,0,42,4,0,0,46
5,0,16,47,0,13,76
6,2,83,51,0,153,289
7,0,0,26,0,11,37
8,2,79,6,0,10,97
9,0,17,36,0,1,54
10,0,31,3,0,0,34
11,0,96,0,1,1,98
12,3,105,3,0,3,114
13,0,56,1,2,0,59
14,4,67,2,0,2,75
15,4,48,3,2,11,68
