rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,263,118.45506927370533,0.020419136212064364
2,politisch,208,110.68758789444942,0.019080187518013773
3,gerechtigkeit,272,106.06655583152823,0.018283619809163088
4,politik,78,91.63253387214563,0.01579550121463042
5,gesellschaftlich,136,70.56639091913254,0.012164145924748545
6,gleichheit,103,69.43021165076209,0.011968292768067053
7,sicherheit,86,66.40441390802714,0.011446709549738913
8,entwicklung,91,65.93604103036431,0.011365972020769718
9,demokratisch,75,65.69474318108097,0.01132437740027433
10,solidarität,64,65.67363797193875,0.01132073931080377
11,verschieden,150,63.03031740732634,0.010865087028534136
12,grundgesetz,50,62.076468063947004,0.010700663675547464
13,menschenwürde,130,59.483256517439216,0.010253649122945328
14,wert,198,59.45180103635258,0.010248226866583804
15,marktwirtschaft,42,57.71820243021223,0.009949391314058552
16,menschenrecht,97,51.75596788356473,0.008921628803912472
17,frage,157,48.032188840127915,0.00827972844474865
18,gesellschaft,210,47.2756739055002,0.008149321349540835
19,mensch,486,46.399069224122506,0.007998213334468679
20,leben,199,46.069610299499274,0.007941421618424701
