topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1536,49,12.1926
2,9,0.1458,41,14.903
3,8,0.138,36,43.0956
4,2,0.1343,39,19.6869
5,10,0.1165,33,16.5152
6,4,0.0958,25,26.2688
7,7,0.0894,27,22.1205
8,3,0.0678,20,20.4163
9,1,0.0366,9,26.098
10,5,0.0222,6,37.5213
