topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,100,126,22,2,44,294
2,15,134,5,0,33,187
3,4,171,1,1,14,191
4,19,97,15,4,66,201
5,14,25,16,0,131,186
6,73,180,76,5,308,642
7,27,132,38,3,125,325
8,9,37,16,1,19,82
9,13,134,16,2,73,238
10,28,46,12,2,20,108
11,6,47,26,0,162,241
12,7,51,9,0,17,84
13,14,196,5,0,21,236
14,84,138,138,12,141,513
15,14,126,57,4,120,321
