rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,grenze,36,16.864631263351168,0.04797466717864367
2,perspektive,51,15.386843511947193,0.04377081745153175
3,frage,52,15.377561867531222,0.04374441403987256
4,stellen,31,13.162296444967053,0.037442668113720885
5,sozial,93,12.128347813497118,0.0345014035998398
6,wertvorstellung,18,8.974871627213124,0.02553073782421045
7,akzeptieren,19,8.915432014531786,0.025361650484494253
8,wahrnehmung,67,8.896452334176557,0.025307659155897708
9,psychologisch,13,8.309789121232093,0.023638783510325383
10,verschieden,36,7.327056550618457,0.02084321287112282
11,differenz,11,7.306137507148464,0.020783704653451356
12,anzeige,12,6.920061141218544,0.019685436634910184
13,prozeß,18,6.663895629400009,0.01895672487239169
14,berücksichtigen,20,6.648246890095059,0.018912209042297512
15,gemeinsamkeit,10,6.612755879223612,0.018811248078028378
16,handlungsgrundsätz,10,6.611901113655141,0.018808816533986722
17,kognitiv,51,6.584055995000838,0.018729605771585233
18,motivation,52,5.668864036615708,0.01612616731375718
19,gelenkt,8,5.275046646891323,0.015005878473392978
20,ideologie,10,5.274819800256217,0.015005233164779353
