topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1583,901,123.8337
2,10,0.1298,688,70.8348
3,2,0.1226,692,266.5111
4,3,0.1141,505,82.3631
5,8,0.0937,432,152.1869
6,5,0.084,328,96.7165
7,1,0.0786,315,76.6003
8,9,0.0748,272,99.302
9,7,0.0743,336,184.1592
10,4,0.0697,383,204.8698
