topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.3231,525,27.5127
2,5,0.2203,307,42.2442
3,1,0.2095,321,37.2274
4,3,0.1359,164,34.4812
5,4,0.1113,149,64.7803
